scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,adversarial_size_scale,attack_strength,attack_window
A3_strategic_timing__attack100__seed250003__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250003,capopm_stage1_only,0.0,0.4673513590045934,3,0.4572107382854955,0.6666666666666666,3,1.0,1.0
A3_strategic_timing__attack100__seed250003__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250003,capopm_stage1_only,0.4673513590045934,0.4769111644253843,3,0.470426008835854,0.6666666666666666,3,1.0,1.0
A3_strategic_timing__attack100__seed250003__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250003,capopm_stage1_only,0.4769111644253843,0.49097682139696364,3,0.48159473281357373,0.3333333333333333,3,1.0,1.0
A3_strategic_timing__attack100__seed250003__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250003,capopm_stage1_only,0.49097682139696364,0.5026348813909282,3,0.498467454870253,0.6666666666666666,3,1.0,1.0
A3_strategic_timing__attack100__seed250003__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250003,capopm_stage1_only,0.5026348813909282,0.5077370464584107,3,0.5049284577088478,0.6666666666666666,3,1.0,1.0
A3_strategic_timing__attack100__seed250003__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250003,capopm_stage1_only,0.5077370464584107,0.5128988335661867,3,0.5113000993430658,0.0,3,1.0,1.0
A3_strategic_timing__attack100__seed250003__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250003,capopm_stage1_only,0.5128988335661867,0.514198709213519,3,0.5139628119662465,0.6666666666666666,3,1.0,1.0
A3_strategic_timing__attack100__seed250003__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250003,capopm_stage1_only,0.514198709213519,0.5178014615570218,3,0.5156837141189267,0.6666666666666666,3,1.0,1.0
A3_strategic_timing__attack100__seed250003__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250003,capopm_stage1_only,0.5178014615570218,0.52486225676966,3,0.521755366801906,1.0,3,1.0,1.0
A3_strategic_timing__attack100__seed250003__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250003,capopm_stage1_only,0.52486225676966,1.0,3,0.531865877954473,0.3333333333333333,3,1.0,1.0
