scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,adversarial_size_scale,attack_strength,attack_window
A3_strategic_timing__attack100__seed250003__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250003,structural_only,0.0,0.42853968078397175,3,0.4085761046746163,0.6666666666666666,3,1.0,1.0
A3_strategic_timing__attack100__seed250003__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250003,structural_only,0.42853968078397175,0.46417131234765785,3,0.44906180111794497,1.0,3,1.0,1.0
A3_strategic_timing__attack100__seed250003__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250003,structural_only,0.46417131234765785,0.4984108147160727,3,0.4789130035874374,0.3333333333333333,3,1.0,1.0
A3_strategic_timing__attack100__seed250003__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250003,structural_only,0.4984108147160727,0.5110439559706961,2,0.503072656398766,1.0,3,1.0,1.0
A3_strategic_timing__attack100__seed250003__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250003,structural_only,0.5110439559706961,0.5178112744309058,4,0.5142240167168544,0.25,3,1.0,1.0
A3_strategic_timing__attack100__seed250003__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250003,structural_only,0.5178112744309058,0.5230293171925035,3,0.5205845280014224,1.0,3,1.0,1.0
A3_strategic_timing__attack100__seed250003__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250003,structural_only,0.5230293171925035,0.5309254189896107,3,0.5280529259096706,0.3333333333333333,3,1.0,1.0
A3_strategic_timing__attack100__seed250003__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250003,structural_only,0.5309254189896107,0.5374493523802035,3,0.5344463887307479,0.6666666666666666,3,1.0,1.0
A3_strategic_timing__attack100__seed250003__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250003,structural_only,0.5374493523802035,0.5403821500246113,3,0.5392557348855692,0.3333333333333333,3,1.0,1.0
A3_strategic_timing__attack100__seed250003__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250003,structural_only,0.5403821500246113,1.0,3,0.5585838076427015,0.3333333333333333,3,1.0,1.0
