scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,adversarial_size_scale,attack_strength,attack_window
A3_strategic_timing__attack100__seed250002__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250002,uncorrected,0.0,0.44738643374380055,3,0.43052520863689253,0.0,1,1.0,1.0
A3_strategic_timing__attack100__seed250002__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250002,uncorrected,0.44738643374380055,0.4558425082190159,3,0.45076870966951677,0.0,1,1.0,1.0
A3_strategic_timing__attack100__seed250002__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250002,uncorrected,0.4558425082190159,0.46337699915682284,3,0.4584678675286133,0.3333333333333333,1,1.0,1.0
A3_strategic_timing__attack100__seed250002__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250002,uncorrected,0.46337699915682284,0.49048632259367425,3,0.4733845614047638,0.6666666666666666,1,1.0,1.0
A3_strategic_timing__attack100__seed250002__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250002,uncorrected,0.49048632259367425,0.5008044192828005,3,0.4982926433008812,1.0,1,1.0,1.0
A3_strategic_timing__attack100__seed250002__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250002,uncorrected,0.5008044192828005,0.5115582929820991,3,0.5058847997594299,0.6666666666666666,1,1.0,1.0
A3_strategic_timing__attack100__seed250002__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250002,uncorrected,0.5115582929820991,0.5205832661714518,3,0.5157556169364367,0.3333333333333333,1,1.0,1.0
A3_strategic_timing__attack100__seed250002__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250002,uncorrected,0.5205832661714518,0.5398545486263902,3,0.5359573043583324,0.3333333333333333,1,1.0,1.0
A3_strategic_timing__attack100__seed250002__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250002,uncorrected,0.5398545486263902,0.5608889771525573,3,0.5510102432872671,0.6666666666666666,1,1.0,1.0
A3_strategic_timing__attack100__seed250002__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250002,uncorrected,0.5608889771525573,1.0,3,0.5911197499691103,0.6666666666666666,1,1.0,1.0
