scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,adversarial_size_scale,attack_strength,attack_window
A3_strategic_timing__attack100__seed250002__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250002,raw_parimutuel,0.0,0.43738524590163935,3,0.41926229508196716,0.0,1,1.0,1.0
A3_strategic_timing__attack100__seed250002__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250002,raw_parimutuel,0.43738524590163935,0.44631147540983607,2,0.4381967213114754,0.0,1,1.0,1.0
A3_strategic_timing__attack100__seed250002__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250002,raw_parimutuel,0.44631147540983607,0.4544262295081967,3,0.44631147540983607,0.0,1,1.0,1.0
A3_strategic_timing__attack100__seed250002__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250002,raw_parimutuel,0.4544262295081967,0.4836393442622951,4,0.4625409836065574,0.75,1,1.0,1.0
A3_strategic_timing__attack100__seed250002__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250002,raw_parimutuel,0.4836393442622951,0.495,1,0.48688524590163934,1.0,1,1.0,1.0
A3_strategic_timing__attack100__seed250002__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250002,raw_parimutuel,0.495,0.506360655737705,5,0.49824590163934424,0.8,1,1.0,1.0
A3_strategic_timing__attack100__seed250002__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250002,raw_parimutuel,0.506360655737705,0.5160983606557377,3,0.5112295081967213,0.3333333333333333,1,1.0,1.0
A3_strategic_timing__attack100__seed250002__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250002,raw_parimutuel,0.5160983606557377,0.5371967213114754,3,0.5328688524590165,0.3333333333333333,1,1.0,1.0
A3_strategic_timing__attack100__seed250002__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250002,raw_parimutuel,0.5371967213114754,0.5599180327868852,2,0.543688524590164,0.5,1,1.0,1.0
A3_strategic_timing__attack100__seed250002__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250002,raw_parimutuel,0.5599180327868852,1.0,4,0.5842622950819671,0.75,1,1.0,1.0
