scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,evidence_strength
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,raw_parimutuel,0.0,0.38726470588235296,3,0.36235294117647054,0.3333333333333333,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,raw_parimutuel,0.38726470588235296,0.4231764705882353,3,0.39794117647058824,0.6666666666666666,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,raw_parimutuel,0.4231764705882353,0.45617647058823524,2,0.43676470588235294,1.0,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,raw_parimutuel,0.45617647058823524,0.5008235294117647,4,0.47316176470588234,0.5,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,raw_parimutuel,0.5008235294117647,0.5241176470588236,3,0.5111764705882352,0.0,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,raw_parimutuel,0.5241176470588236,0.5435294117647059,2,0.5338235294117647,0.5,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,raw_parimutuel,0.5435294117647059,0.5561470588235294,4,0.5483823529411764,0.75,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,raw_parimutuel,0.5561470588235294,0.5745882352941177,3,0.5694117647058824,0.6666666666666666,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,raw_parimutuel,0.5745882352941177,0.5930294117647059,3,0.5855882352941176,0.3333333333333333,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,raw_parimutuel,0.5930294117647059,1.0,3,0.6373529411764706,0.3333333333333333,50.0
