scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,evidence_strength
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,capopm,0.0,0.39991679650485296,3,0.37886573143281943,0.3333333333333333,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,capopm,0.39991679650485296,0.432176650931143,3,0.40883482172481694,0.6666666666666666,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,capopm,0.432176650931143,0.4607965641543089,3,0.4491706850192414,1.0,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,capopm,0.4607965641543089,0.5044332919076807,3,0.482177562682625,0.3333333333333333,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,capopm,0.5044332919076807,0.5232499292478106,3,0.5124639325583943,0.0,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,capopm,0.5232499292478106,0.5444068252593913,3,0.5359148471685243,0.3333333333333333,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,capopm,0.5444068252593913,0.5542466249886591,3,0.5494832239669893,1.0,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,capopm,0.5542466249886591,0.5707279083521148,3,0.5648920664214069,0.6666666666666666,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,capopm,0.5707279083521148,0.588050592876516,3,0.5831476556171584,0.3333333333333333,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,capopm,0.588050592876516,1.0,3,0.6363271466761409,0.3333333333333333,50.0
