scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,evidence_strength
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,uncorrected,0.0,0.40258791233699254,3,0.3803727596043327,0.3333333333333333,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,uncorrected,0.40258791233699254,0.4357132316978488,3,0.4124785696002968,0.6666666666666666,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,uncorrected,0.4357132316978488,0.4656621846811909,3,0.45392086650502844,1.0,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,uncorrected,0.4656621846811909,0.505948773145608,3,0.48609861578044905,0.3333333333333333,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,uncorrected,0.505948773145608,0.5276624354243427,3,0.5156725955555622,0.0,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,uncorrected,0.5276624354243427,0.5450071422952453,3,0.5392767275154825,0.6666666666666666,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,uncorrected,0.5450071422952453,0.5570211129191495,3,0.5512708024395298,0.6666666666666666,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,uncorrected,0.5570211129191495,0.5735385892063529,3,0.5688894028520456,0.6666666666666666,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,uncorrected,0.5735385892063529,0.5901452858091855,3,0.5832127068026035,0.3333333333333333,50.0
B4_regime_concentration__evidence5000__seed280000,B4.REGIME_POSTERIOR_CONCENTRATION,B,280000,uncorrected,0.5901452858091855,1.0,3,0.630475140786765,0.3333333333333333,50.0
