scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,arrivals_per_step,initial_pool,n_steps
A2_time_to_converge__arr3__seed240007__pool2.0__steps40,A2.TIME_TO_CONVERGE,A,240007,beta_1_1,0.0,0.3762295081967213,3,0.35792349726775957,1.0,3,2.0,40
A2_time_to_converge__arr3__seed240007__pool2.0__steps40,A2.TIME_TO_CONVERGE,A,240007,beta_1_1,0.3762295081967213,0.4,3,0.3825136612021858,0.3333333333333333,3,2.0,40
A2_time_to_converge__arr3__seed240007__pool2.0__steps40,A2.TIME_TO_CONVERGE,A,240007,beta_1_1,0.4,0.42704918032786887,3,0.40437158469945356,0.6666666666666666,3,2.0,40
A2_time_to_converge__arr3__seed240007__pool2.0__steps40,A2.TIME_TO_CONVERGE,A,240007,beta_1_1,0.42704918032786887,0.45081967213114754,2,0.4344262295081967,0.0,3,2.0,40
A2_time_to_converge__arr3__seed240007__pool2.0__steps40,A2.TIME_TO_CONVERGE,A,240007,beta_1_1,0.45081967213114754,0.5122950819672132,4,0.4733606557377049,0.75,3,2.0,40
A2_time_to_converge__arr3__seed240007__pool2.0__steps40,A2.TIME_TO_CONVERGE,A,240007,beta_1_1,0.5122950819672132,0.5327868852459017,2,0.5204918032786885,0.5,3,2.0,40
A2_time_to_converge__arr3__seed240007__pool2.0__steps40,A2.TIME_TO_CONVERGE,A,240007,beta_1_1,0.5327868852459017,0.5434426229508197,4,0.5368852459016393,0.75,3,2.0,40
A2_time_to_converge__arr3__seed240007__pool2.0__steps40,A2.TIME_TO_CONVERGE,A,240007,beta_1_1,0.5434426229508197,0.5672131147540983,3,0.5573770491803278,0.6666666666666666,3,2.0,40
A2_time_to_converge__arr3__seed240007__pool2.0__steps40,A2.TIME_TO_CONVERGE,A,240007,beta_1_1,0.5672131147540983,0.6155737704918033,3,0.5901639344262295,0.6666666666666666,3,2.0,40
A2_time_to_converge__arr3__seed240007__pool2.0__steps40,A2.TIME_TO_CONVERGE,A,240007,beta_1_1,0.6155737704918033,1.0,3,0.6338797814207651,0.6666666666666666,3,2.0,40
