scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,ml_bias,structural_shift
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,capopm,0.0,0.1,0,0.0,0.0,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,capopm,0.1,0.2,0,0.0,0.0,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,capopm,0.2,0.30000000000000004,0,0.0,0.0,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,capopm,0.30000000000000004,0.4,1,0.3820968443454755,0.0,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,capopm,0.4,0.5,7,0.48241710485675326,0.5714285714285714,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,capopm,0.5,0.6000000000000001,8,0.5425729643796026,0.625,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,capopm,0.6000000000000001,0.7000000000000001,12,0.6641995750784792,0.6666666666666666,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,capopm,0.7000000000000001,0.8,2,0.7019318730260355,0.5,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,capopm,0.8,0.9,0,0.0,0.0,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,capopm,0.9,1.0,0,0.0,0.0,5.0,10.0
