scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,ml_bias,structural_shift
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,ml_only,0.0,0.1,0,0.0,0.0,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,ml_only,0.1,0.2,0,0.0,0.0,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,ml_only,0.2,0.30000000000000004,1,0.2427884615384231,0.0,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,ml_only,0.30000000000000004,0.4,4,0.39302884615380773,0.5,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,ml_only,0.4,0.5,9,0.44577991452987603,0.5555555555555556,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,ml_only,0.5,0.6000000000000001,4,0.5703124999999616,0.75,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,ml_only,0.6000000000000001,0.7000000000000001,12,0.647435897435859,0.6666666666666666,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,ml_only,0.7000000000000001,0.8,0,0.0,0.0,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,ml_only,0.8,0.9,0,0.0,0.0,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,ml_only,0.9,1.0,0,0.0,0.0,5.0,10.0
