scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,ml_bias,structural_shift
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,structural_only,0.0,0.4433326461791402,3,0.38888820173469574,0.6666666666666666,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,structural_only,0.4433326461791402,0.4555548684013624,2,0.4444437572902513,0.0,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,structural_only,0.4555548684013624,0.4822215350680291,4,0.4611104239569179,0.75,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,structural_only,0.4822215350680291,0.5177770906235847,3,0.4999993128458069,0.0,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,structural_only,0.5177770906235847,0.5833326461791402,3,0.5407400535865475,1.0,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,structural_only,0.5833326461791402,0.6311104239569181,3,0.611110423956918,0.6666666666666666,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,structural_only,0.6311104239569181,0.6588882017346958,3,0.6481474609939549,1.0,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,structural_only,0.6588882017346958,0.6688882017346958,3,0.6666659795124735,1.0,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,structural_only,0.6688882017346958,0.6888882017346958,1,0.6777770906235846,0.0,5.0,10.0
B3_misspec_regret__struct1000__ml500__seed270101,B3.MISSPECIFICATION_REGRET_GRID,B,270101,structural_only,0.6888882017346958,1.0,5,0.6933326461791403,0.4,5.0,10.0
