scenario_name,experiment_id,tier,model,seed,n_total_level,n_steps,arrivals_per_step,n_effective,brier,log_score,mae_prob,abs_error_outcome,calibration_ece,posterior_mean_bias,posterior_variance_ratio,posterior_variance,log_variance,coverage_90_ptrue,coverage_95_ptrue,p_hat,rate_var_vs_n,rate_bias_vs_n,r2_var,r2_bias
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,1483242993,100,20,5,87.3369379284261,0.01544382102588968,-0.5546500882367685,0.12427317098187235,0.4257268290181277,0.13223073392355408,-0.12427317098187235,1.1219151582522264,0.0024078281368366183,-6.029030125828237,0.0,0.0,0.4257268290181277,nan,nan,nan,nan
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,1501446711,100,20,5,122.06703499333145,0.0031967046232604175,-0.9327743627768221,0.05653940770171206,0.6065394077017121,0.13223073392355408,0.05653940770171206,0.8381316040348076,0.0017513359310874224,-6.347376393087225,1.0,1.0,0.6065394077017121,nan,nan,nan,nan
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,1774090523,100,20,5,77.47421543703679,0.03926458565319849,-0.43362859965766115,0.19815293501030584,0.3518470649896942,0.13223073392355408,-0.19815293501030584,1.2470728731296963,0.00248762104764846,-5.996428427744261,0.0,0.0,0.3518470649896942,nan,nan,nan,nan
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,1932065422,100,20,5,88.09040641525843,0.017934218760067004,-0.5379935146544719,0.13391870205489226,0.4160812979451078,0.13223073392355408,-0.13391870205489226,1.1127244603546147,0.002375175345956792,-6.04268401434428,0.0,0.0,0.4160812979451078,nan,nan,nan,nan
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,1951270010,100,20,5,116.88569609267702,0.003981687294982945,-0.9495906003140967,0.06310061247708254,0.6131006124770826,0.13223073392355408,0.06310061247708254,0.8736530331727194,0.001809566249620429,-6.3146681035166035,1.0,1.0,0.6131006124770826,nan,nan,nan,nan
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,2026264742,100,20,5,80.9432152523978,0.02002882300794029,-0.5250543329860818,0.1415232242705779,0.40847677572942215,0.13223073392355408,-0.1415232242705779,1.1969966558824179,0.002539576771482169,-5.975757837235967,0.0,0.0,0.40847677572942215,nan,nan,nan,nan
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,2113453261,100,20,5,108.37610212604935,0.001332861382086681,-0.5335683328380315,0.036508374136445476,0.4134916258635545,0.13223073392355408,0.036508374136445476,0.9332239024601882,0.0019784957834185386,-6.225418428342209,1.0,1.0,0.5865083741364455,nan,nan,nan,nan
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,2218138053,100,20,5,119.08462615348446,0.014448310020808623,-1.1092722745914565,0.12020112320943022,0.6702011232094303,0.13223073392355408,0.12020112320943022,0.8549288560533175,0.0016583426313828468,-6.401936590191381,0.0,0.0,0.6702011232094303,nan,nan,nan,nan
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,2441110842,100,20,5,108.10493321790463,0.003872307129434154,-0.49065073803136566,0.06222786457395235,0.3877721354260476,0.13223073392355408,0.06222786457395235,0.9292566161290726,0.0019410901929049586,-6.244505508638893,1.0,1.0,0.6122278645739524,nan,nan,nan,nan
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,2513743671,100,20,5,104.38781219795794,0.00839223607413446,-0.7800330710657414,0.09160914841943713,0.5416091484194371,0.13223073392355408,-0.09160914841943713,0.9635333824741451,0.0020935429549317915,-6.168897454477315,0.0,1.0,0.4583908515805629,nan,nan,nan,nan
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,2586439795,100,20,5,89.34582213094592,0.02715669430453051,-0.48646984342272936,0.16479288305181905,0.385207116948181,0.13223073392355408,-0.16479288305181905,1.1114410556266208,0.0022871284338363868,-6.080458207303883,0.0,0.0,0.385207116948181,nan,nan,nan,nan
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,2606744768,100,20,5,87.81769479206035,0.011586801245018243,-0.5840380905557637,0.10764200502135884,0.4423579949786412,0.13223073392355408,-0.10764200502135884,1.11649688937713,0.0024179864067690703,-6.024820148488931,0.0,0.0,0.4423579949786412,nan,nan,nan,nan
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,3105424157,100,20,5,95.23361652291652,0.017194449853723013,-0.8701889616387404,0.1311276090444839,0.5811276090444839,0.13223073392355408,-0.1311276090444839,1.0415559184143135,0.002224346766423013,-6.108291994593852,0.0,0.0,0.41887239095551615,nan,nan,nan,nan
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,3356284210,100,20,5,118.92642474176142,0.00683038311311867,-1.0014296771503381,0.0826461318702737,0.6326461318702737,0.13223073392355408,0.0826461318702737,0.85873071912325,0.0017457466025296866,-6.350572962377965,0.0,1.0,0.6326461318702737,nan,nan,nan,nan
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,3593457797,100,20,5,84.28368786960151,0.005934347008206882,-0.7487332822063183,0.0770347130078829,0.5270347130078828,0.13223073392355408,-0.0770347130078829,1.1591546681452531,0.002531070166895345,-5.9791130748104,1.0,1.0,0.47296528699211715,nan,nan,nan,nan
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,3684617003,100,20,5,118.77731625742653,0.004017428980676356,-0.488765429656841,0.0633831916258274,0.38661680837417256,0.13223073392355408,0.0633831916258274,0.8610920772766995,0.0017833436448488774,-6.329265224600799,1.0,1.0,0.6133831916258274,nan,nan,nan,nan
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,3700448254,100,20,5,114.40503834205606,0.0029379327496489075,-0.9268530689173888,0.054202700575238016,0.6042027005752381,0.13223073392355408,0.054202700575238016,0.8901124417835969,0.0018595056638198895,-6.287444598720546,1.0,1.0,0.6042027005752381,nan,nan,nan,nan
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,3991227457,100,20,5,101.00365317638668,0.00898559320327532,-0.7870016320496559,0.09479236890844811,0.5447923689084481,0.13223073392355408,-0.09479236890844811,0.9907288706093256,0.0021526543373400673,-6.141053622797242,0.0,1.0,0.45520763109155193,nan,nan,nan,nan
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,4067975586,100,20,5,77.07180642777291,0.02749035618614249,-0.956597650150376,0.16580215977526497,0.615802159775265,0.13223073392355408,-0.16580215977526497,1.2490124048347162,0.0025921461297975647,-5.955269124844531,0.0,0.0,0.3841978402247351,nan,nan,nan,nan
