scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,n_total_grid
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,260000,raw_parimutuel,0.0,0.3783555750658472,6,0.3560996488147498,0.6666666666666666,"100,400"
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,260000,raw_parimutuel,0.3783555750658472,0.39794117647058824,4,0.39138608428446,0.5,"100,400"
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,260000,raw_parimutuel,0.39794117647058824,0.42284328358208956,8,0.4073573309920983,0.5,"100,400"
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,260000,raw_parimutuel,0.42284328358208956,0.43676470588235294,4,0.4293766461808604,0.5,"100,400"
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,260000,raw_parimutuel,0.43676470588235294,0.5144117647058823,8,0.44849868305531165,0.5,"100,400"
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,260000,raw_parimutuel,0.5144117647058823,0.5772537313432836,6,0.5624341527655838,0.5,"100,400"
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,260000,raw_parimutuel,0.5772537313432836,0.5913489903424056,6,0.5852985074626865,0.6666666666666666,"100,400"
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,260000,raw_parimutuel,0.5913489903424056,0.6089209833187006,6,0.5986018437225636,0.8333333333333334,"100,400"
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,260000,raw_parimutuel,0.6089209833187006,0.6211764705882353,4,0.6125208516242318,0.5,"100,400"
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,260000,raw_parimutuel,0.6211764705882353,1.0,8,0.6332001755926251,0.5,"100,400"
