scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,n_total_grid
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,260000,capopm,0.0,0.39153953226396865,6,0.3717961286193588,0.6666666666666666,"100,400"
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,260000,capopm,0.39153953226396865,0.4085070015302164,6,0.40222659528461496,0.3333333333333333,"100,400"
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,260000,capopm,0.4085070015302164,0.4284927993017175,6,0.41874746604993995,0.6666666666666666,"100,400"
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,260000,capopm,0.4284927993017175,0.4483222627197286,6,0.4397334892860161,0.3333333333333333,"100,400"
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,260000,capopm,0.4483222627197286,0.5176083305544116,6,0.46203056477419047,0.6666666666666666,"100,400"
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,260000,capopm,0.5176083305544116,0.5799236764983184,6,0.5645145331616508,0.5,"100,400"
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,260000,capopm,0.5799236764983184,0.5940020064500517,6,0.5867548052820258,0.6666666666666666,"100,400"
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,260000,capopm,0.5940020064500517,0.6064447193356688,6,0.6001731731455416,0.6666666666666666,"100,400"
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,260000,capopm,0.6064447193356688,0.614605101206063,6,0.6117814807141618,0.6666666666666666,"100,400"
B2_asymptotic_rate__seed260000,B2.ASYMPTOTIC_RATE_CHECK,B,260000,capopm,0.614605101206063,1.0,6,0.6337830067551441,0.5,"100,400"
