scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,ml_bias,structural_shift
B3_misspec_regret__struct0__ml5__seed1,B3.MISSPECIFICATION_REGRET_GRID,B,1,uncorrected,0.0,0.1,0,0.0,0.0,0.05,0.0
B3_misspec_regret__struct0__ml5__seed1,B3.MISSPECIFICATION_REGRET_GRID,B,1,uncorrected,0.1,0.2,0,0.0,0.0,0.05,0.0
B3_misspec_regret__struct0__ml5__seed1,B3.MISSPECIFICATION_REGRET_GRID,B,1,uncorrected,0.2,0.30000000000000004,0,0.0,0.0,0.05,0.0
B3_misspec_regret__struct0__ml5__seed1,B3.MISSPECIFICATION_REGRET_GRID,B,1,uncorrected,0.30000000000000004,0.4,0,0.0,0.0,0.05,0.0
B3_misspec_regret__struct0__ml5__seed1,B3.MISSPECIFICATION_REGRET_GRID,B,1,uncorrected,0.4,0.5,1,0.4069221715280747,0.0,0.05,0.0
B3_misspec_regret__struct0__ml5__seed1,B3.MISSPECIFICATION_REGRET_GRID,B,1,uncorrected,0.5,0.6000000000000001,1,0.545218254911377,0.0,0.05,0.0
B3_misspec_regret__struct0__ml5__seed1,B3.MISSPECIFICATION_REGRET_GRID,B,1,uncorrected,0.6000000000000001,0.7000000000000001,1,0.6747597868736522,0.0,0.05,0.0
B3_misspec_regret__struct0__ml5__seed1,B3.MISSPECIFICATION_REGRET_GRID,B,1,uncorrected,0.7000000000000001,0.8,0,0.0,0.0,0.05,0.0
B3_misspec_regret__struct0__ml5__seed1,B3.MISSPECIFICATION_REGRET_GRID,B,1,uncorrected,0.8,0.9,0,0.0,0.0,0.05,0.0
B3_misspec_regret__struct0__ml5__seed1,B3.MISSPECIFICATION_REGRET_GRID,B,1,uncorrected,0.9,1.0,0,0.0,0.0,0.05,0.0
