scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,coherent_flag,projection_method,violation_strength
B5_arbitrage_proj__methodeuclidean__viol0__seed0,B5.ARBITRAGE_PROJECTION_IMPACT,B,0,before_projection,0.0,0.4390931567939697,1,0.4199420904050688,0.0,True,euclidean,0.0
B5_arbitrage_proj__methodeuclidean__viol0__seed0,B5.ARBITRAGE_PROJECTION_IMPACT,B,0,before_projection,0.4390931567939697,0.4575778582404048,1,0.44730075667492725,1.0,True,euclidean,0.0
B5_arbitrage_proj__methodeuclidean__viol0__seed0,B5.ARBITRAGE_PROJECTION_IMPACT,B,0,before_projection,0.4575778582404048,0.4745127142846092,1,0.4729935105886211,1.0,True,euclidean,0.0
B5_arbitrage_proj__methodeuclidean__viol0__seed0,B5.ARBITRAGE_PROJECTION_IMPACT,B,0,before_projection,0.4745127142846092,0.4851471401565262,0,0.0,0.0,True,euclidean,0.0
B5_arbitrage_proj__methodeuclidean__viol0__seed0,B5.ARBITRAGE_PROJECTION_IMPACT,B,0,before_projection,0.4851471401565262,0.4950912738639127,1,0.48818554754850246,0.0,True,euclidean,0.0
B5_arbitrage_proj__methodeuclidean__viol0__seed0,B5.ARBITRAGE_PROJECTION_IMPACT,B,0,before_projection,0.4950912738639127,0.5074275189026207,1,0.501997000179323,1.0,True,euclidean,0.0
B5_arbitrage_proj__methodeuclidean__viol0__seed0,B5.ARBITRAGE_PROJECTION_IMPACT,B,0,before_projection,0.5074275189026207,0.5264343344341624,0,0.0,0.0,True,euclidean,0.0
B5_arbitrage_proj__methodeuclidean__viol0__seed0,B5.ARBITRAGE_PROJECTION_IMPACT,B,0,before_projection,0.5264343344341624,0.5373934388187984,1,0.5291495937958113,1.0,True,euclidean,0.0
B5_arbitrage_proj__methodeuclidean__viol0__seed0,B5.ARBITRAGE_PROJECTION_IMPACT,B,0,before_projection,0.5373934388187984,0.5796249552120742,1,0.5428893355007899,1.0,True,euclidean,0.0
B5_arbitrage_proj__methodeuclidean__viol0__seed0,B5.ARBITRAGE_PROJECTION_IMPACT,B,0,before_projection,0.5796249552120742,1.0,1,0.6653414012050712,0.0,True,euclidean,0.0
