scenario_name,experiment_id,tier,seed,model,abs_error_outcome,brier,log_score,mae_prob,calibration_ece,calib_n_unique_predictions,calib_n_nonempty_bins,calib_degenerate_binning,calib_binning_mode_used,calib_binning_mode_requested,calib_fallback_applied,posterior_mean_bias,posterior_variance_ratio,mad_posterior_median,wasserstein_distance_beta,coverage_90_outcome,coverage_95_outcome,coverage_90_ptrue,coverage_95_ptrue,coverage_90,coverage_95,p_hat,coverage_outcome_90,coverage_outcome_95,regime_entropy,regime_max_weight,regret_abs_error,regret_brier,regret_log_bad,calibration_diagnostics,herding,liquidity_level,longshot_bias,timing_attack_strength
B1_correction_no_regret__longshot0__herd0__attack100__liqhigh__seed3,B1.CORRECTION_NO_REGRET,B,3,capopm,0.5064947537294319,0.003738648839270293,-0.7067378103927094,0.05480366223846058,0.18041299725167248,3,1,True,equal_width,equal_width,False,0.035119308514180415,1.53335138653651,0.05378119322755459,0.0637358054928978,,,0.6666666666666666,1.0,0.6666666666666666,1.0,0.48625366941499415,,,0.6931471439814212,0.5001197875686709,0.004739857041769324,-0.00047527307637137295,0.007127078319609459,"{""n_unique_predictions"": 3, ""n_nonempty_bins"": 1, ""degenerate_binning"": true, ""binning_mode_used"": ""equal_width"", ""binning_mode_requested"": ""equal_width"", ""fallback_applied"": false}",0,high,0,1.0
B1_correction_no_regret__longshot0__herd0__attack100__liqhigh__seed3,B1.CORRECTION_NO_REGRET,B,3,capopm_stage1_only,0.5066894969425323,0.0037130379187509514,-0.7071710969632073,0.05481049213335185,0.1809889292391907,3,1,True,equal_width,equal_width,False,0.03454337652666226,1.5332155948357657,0.0537891569153521,0.06362781623725859,,,0.6666666666666666,1.0,0.6666666666666666,1.0,0.48567773742747594,,,,,0.0049346002548698404,-0.0005008839968907147,0.0075603648901072145,"{""n_unique_predictions"": 3, ""n_nonempty_bins"": 1, ""degenerate_binning"": true, ""binning_mode_used"": ""equal_width"", ""binning_mode_requested"": ""equal_width"", ""fallback_applied"": false}",0,high,0,1.0
B1_correction_no_regret__longshot0__herd0__attack100__liqhigh__seed3,B1.CORRECTION_NO_REGRET,B,3,uncorrected,0.5017548966876625,0.004213921915641666,-0.6996107320731001,0.06457488121567308,0.1887071819916836,3,2,True,equal_width,equal_width,False,0.026825123774169346,1.0,0.06318086359018105,0.06626172678638083,,,0.6666666666666666,1.0,0.6666666666666666,1.0,0.47795948467498306,,,,,0.0,0.0,0.0,"{""n_unique_predictions"": 3, ""n_nonempty_bins"": 2, ""degenerate_binning"": true, ""binning_mode_used"": ""equal_width"", ""binning_mode_requested"": ""equal_width"", ""fallback_applied"": false}",0,high,0,1.0
B1_correction_no_regret__longshot0__herd0__attack100__liqhigh__seed3,B1.CORRECTION_NO_REGRET,B,3,raw_parimutuel,0.5037291666666667,0.003992386309847114,-0.704221848841507,0.06309421714377411,0.19435416666666663,3,2,True,equal_width,equal_width,False,0.021178139099186293,,,,,,,,,,0.47231249999999997,,,,,0.001974269979004147,-0.00022153560579455238,0.004611116768406938,"{""n_unique_predictions"": 3, ""n_nonempty_bins"": 2, ""degenerate_binning"": true, ""binning_mode_used"": ""equal_width"", ""binning_mode_requested"": ""equal_width"", ""fallback_applied"": false}",0,high,0,1.0
B1_correction_no_regret__longshot0__herd0__attack100__liqhigh__seed3,B1.CORRECTION_NO_REGRET,B,3,structural_only,0.5020625000277777,0.004247200724431328,-0.7004020162405027,0.0649275504493297,0.18952083341666656,3,2,True,equal_width,equal_width,False,0.0260114723491864,1.0195421462578347,0.061523434264594834,0.0666237773355314,,,0.6666666666666666,1.0,0.6666666666666666,1.0,0.4771458332500001,,,,,0.0003076033401152219,3.327880878966214e-05,0.000791284167402669,"{""n_unique_predictions"": 3, ""n_nonempty_bins"": 2, ""degenerate_binning"": true, ""binning_mode_used"": ""equal_width"", ""binning_mode_requested"": ""equal_width"", ""fallback_applied"": false}",0,high,0,1.0
B1_correction_no_regret__longshot0__herd0__attack100__liqhigh__seed3,B1.CORRECTION_NO_REGRET,B,3,ml_only,0.5020047071886791,0.004338445245031217,-0.7005579175916256,0.0657311593421195,0.19021714069662343,3,2,True,equal_width,equal_width,False,0.0253151650692295,1.0639580875593235,0.06417980590770911,0.06748651943442192,,,0.6666666666666666,1.0,0.6666666666666666,1.0,0.4764495259700432,,,,,0.000249810501016486,0.000124523329389551,0.0009471855185254249,"{""n_unique_predictions"": 3, ""n_nonempty_bins"": 2, ""degenerate_binning"": true, ""binning_mode_used"": ""equal_width"", ""binning_mode_requested"": ""equal_width"", ""fallback_applied"": false}",0,high,0,1.0
