scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,evidence_strength
B4_regime_concentration__evidence15000__seed280001,B4.REGIME_POSTERIOR_CONCENTRATION,B,280001,uncorrected,0.0,0.39520629152775383,3,0.38598904796655525,1.0,150.0
B4_regime_concentration__evidence15000__seed280001,B4.REGIME_POSTERIOR_CONCENTRATION,B,280001,uncorrected,0.39520629152775383,0.44299479650707924,3,0.40677485959128695,0.3333333333333333,150.0
B4_regime_concentration__evidence15000__seed280001,B4.REGIME_POSTERIOR_CONCENTRATION,B,280001,uncorrected,0.44299479650707924,0.46548042967807607,3,0.45676635412833727,0.6666666666666666,150.0
B4_regime_concentration__evidence15000__seed280001,B4.REGIME_POSTERIOR_CONCENTRATION,B,280001,uncorrected,0.46548042967807607,0.47610893106259206,3,0.46553787230490573,1.0,150.0
B4_regime_concentration__evidence15000__seed280001,B4.REGIME_POSTERIOR_CONCENTRATION,B,280001,uncorrected,0.47610893106259206,0.487659479465707,3,0.48318751338850485,0.3333333333333333,150.0
B4_regime_concentration__evidence15000__seed280001,B4.REGIME_POSTERIOR_CONCENTRATION,B,280001,uncorrected,0.487659479465707,0.5130874090509072,3,0.5009668784392993,0.3333333333333333,150.0
B4_regime_concentration__evidence15000__seed280001,B4.REGIME_POSTERIOR_CONCENTRATION,B,280001,uncorrected,0.5130874090509072,0.5301652278224757,3,0.5215881785401798,0.0,150.0
B4_regime_concentration__evidence15000__seed280001,B4.REGIME_POSTERIOR_CONCENTRATION,B,280001,uncorrected,0.5301652278224757,0.5610111548097456,3,0.5420295508871371,0.3333333333333333,150.0
B4_regime_concentration__evidence15000__seed280001,B4.REGIME_POSTERIOR_CONCENTRATION,B,280001,uncorrected,0.5610111548097456,0.6005913841366074,3,0.5949041813755255,0.6666666666666666,150.0
B4_regime_concentration__evidence15000__seed280001,B4.REGIME_POSTERIOR_CONCENTRATION,B,280001,uncorrected,0.6005913841366074,1.0,3,0.6513548188939841,0.3333333333333333,150.0
