scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,evidence_strength
B4_regime_concentration__evidence15000__seed280001,B4.REGIME_POSTERIOR_CONCENTRATION,B,280001,raw_parimutuel,0.0,0.37852941176470584,2,0.36397058823529416,1.0,150.0
B4_regime_concentration__evidence15000__seed280001,B4.REGIME_POSTERIOR_CONCENTRATION,B,280001,raw_parimutuel,0.37852941176470584,0.43094117647058827,4,0.388235294117647,0.5,150.0
B4_regime_concentration__evidence15000__seed280001,B4.REGIME_POSTERIOR_CONCENTRATION,B,280001,raw_parimutuel,0.43094117647058827,0.45617647058823524,2,0.44161764705882356,0.5,150.0
B4_regime_concentration__evidence15000__seed280001,B4.REGIME_POSTERIOR_CONCENTRATION,B,280001,raw_parimutuel,0.45617647058823524,0.4678235294117647,4,0.45617647058823524,1.0,150.0
B4_regime_concentration__evidence15000__seed280001,B4.REGIME_POSTERIOR_CONCENTRATION,B,280001,raw_parimutuel,0.4678235294117647,0.48044117647058826,3,0.47558823529411764,0.3333333333333333,150.0
B4_regime_concentration__evidence15000__seed280001,B4.REGIME_POSTERIOR_CONCENTRATION,B,280001,raw_parimutuel,0.48044117647058826,0.5085882352941177,3,0.49499999999999994,0.3333333333333333,150.0
B4_regime_concentration__evidence15000__seed280001,B4.REGIME_POSTERIOR_CONCENTRATION,B,280001,raw_parimutuel,0.5085882352941177,0.527029411764706,3,0.5176470588235295,0.0,150.0
B4_regime_concentration__evidence15000__seed280001,B4.REGIME_POSTERIOR_CONCENTRATION,B,280001,raw_parimutuel,0.527029411764706,0.561,3,0.5402941176470588,0.3333333333333333,150.0
B4_regime_concentration__evidence15000__seed280001,B4.REGIME_POSTERIOR_CONCENTRATION,B,280001,raw_parimutuel,0.561,0.6046764705882353,3,0.5985294117647059,0.6666666666666666,150.0
B4_regime_concentration__evidence15000__seed280001,B4.REGIME_POSTERIOR_CONCENTRATION,B,280001,raw_parimutuel,0.6046764705882353,1.0,3,0.66,0.3333333333333333,150.0
