scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,coherent_flag,projection_method,violation_strength
B5_arbitrage_proj__methodeuclidean__viol50__seed1,B5.ARBITRAGE_PROJECTION_IMPACT,B,1,before_projection,0.0,0.5865200918341067,1,0.567115921058432,1.0,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed1,B5.ARBITRAGE_PROJECTION_IMPACT,B,1,before_projection,0.5865200918341067,0.627487604473692,1,0.5948361650236815,0.0,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed1,B5.ARBITRAGE_PROJECTION_IMPACT,B,1,before_projection,0.627487604473692,0.676575115751706,1,0.6764647636487078,0.0,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed1,B5.ARBITRAGE_PROJECTION_IMPACT,B,1,before_projection,0.676575115751706,0.6773475804726942,0,0.0,0.0,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed1,B5.ARBITRAGE_PROJECTION_IMPACT,B,1,before_projection,0.6773475804726942,0.6974779318041382,1,0.6775682846786908,1.0,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed1,B5.ARBITRAGE_PROJECTION_IMPACT,B,1,before_projection,0.6974779318041382,0.7173886780883294,1,0.7173875789295856,0.0,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed1,B5.ARBITRAGE_PROJECTION_IMPACT,B,1,before_projection,0.7173886780883294,0.7173925251439329,0,0.0,0.0,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed1,B5.ARBITRAGE_PROJECTION_IMPACT,B,1,before_projection,0.7173925251439329,0.7258925976380332,1,0.7173930747233048,0.0,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed1,B5.ARBITRAGE_PROJECTION_IMPACT,B,1,before_projection,0.7258925976380332,0.743669074428728,1,0.731558946247852,1.0,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed1,B5.ARBITRAGE_PROJECTION_IMPACT,B,1,before_projection,0.743669074428728,1.0,1,0.7719260401841053,0.0,False,euclidean,0.5
