scenario_name,model,abs_error_outcome,brier,log_score,mae_prob,calibration_ece,calib_n_unique_predictions,calib_n_nonempty_bins,calib_degenerate_binning,calib_binning_mode_used,calib_binning_mode_requested,calib_fallback_applied,posterior_mean_bias,posterior_variance_ratio,mad_posterior_median,wasserstein_distance_beta,coverage_90_outcome,coverage_95_outcome,coverage_90_ptrue,coverage_95_ptrue,coverage_90,coverage_95,p_hat,calibration_diagnostics
mini_regression,capopm,0.500795016454237,0.009495808815145522,-0.7127342253728018,0.08117706313802622,0.500795016454237,5,5,False,equal_mass,equal_width,True,-0.028309300181118224,0.998594603016109,0.0735201485076304,0.1137929646136406,,,1.0,1.0,1.0,1.0,0.5216906998188818,"{""n_unique_predictions"": 5, ""n_nonempty_bins"": 5, ""degenerate_binning"": false, ""binning_mode_used"": ""equal_mass"", ""binning_mode_requested"": ""equal_width"", ""fallback_applied"": true}"
mini_regression,raw_parimutuel,0.499,0.021915816326530616,-0.7330540995661152,0.13042857142857145,0.35357142857142865,3,3,False,equal_mass,equal_width,True,-0.026714285714285746,,,,,,,,,,0.5232857142857144,"{""n_unique_predictions"": 3, ""n_nonempty_bins"": 3, ""degenerate_binning"": false, ""binning_mode_used"": ""equal_mass"", ""binning_mode_requested"": ""equal_width"", ""fallback_applied"": true}"
mini_regression,structural_only,0.5000799998933335,0.011476160031573283,-0.7147518669023419,0.09007999989333346,0.3402399996800005,3,3,False,equal_mass,equal_width,True,-0.02960000053333258,1.104042598885271,0.06725932460412629,0.12264859699949224,,,1.0,1.0,1.0,1.0,0.5203999994666675,"{""n_unique_predictions"": 3, ""n_nonempty_bins"": 3, ""degenerate_binning"": false, ""binning_mode_used"": ""equal_mass"", ""binning_mode_requested"": ""equal_width"", ""fallback_applied"": true}"
mini_regression,ml_only,0.5016235818395973,0.020982666984785202,-0.7394648920319428,0.13068731056589328,0.5016235818395974,5,5,False,equal_mass,equal_width,True,-0.017295063599195137,1.4371511333677613,0.10201768578505246,0.15676777061702024,,,1.0,1.0,1.0,1.0,0.532704936400805,"{""n_unique_predictions"": 5, ""n_nonempty_bins"": 5, ""degenerate_binning"": false, ""binning_mode_used"": ""equal_mass"", ""binning_mode_requested"": ""equal_width"", ""fallback_applied"": true}"
mini_regression,uncorrected,0.5007014398484924,0.009168203234339643,-0.7118886671127704,0.07975588687231064,0.5007014398484924,5,5,False,equal_mass,equal_width,True,-0.028355432389023792,1.0,0.07209889515849092,0.11290427437549151,,,1.0,1.0,1.0,1.0,0.5216445676109762,"{""n_unique_predictions"": 5, ""n_nonempty_bins"": 5, ""degenerate_binning"": false, ""binning_mode_used"": ""equal_mass"", ""binning_mode_requested"": ""equal_width"", ""fallback_applied"": true}"
