scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,arrivals_per_step,initial_pool,n_steps
A2_time_to_converge__arr1__seed240000__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240000,structural_only,0.0,0.40028571390476253,2,0.3288571424761911,1.0,1,1.0,25
A2_time_to_converge__arr1__seed240000__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240000,structural_only,0.40028571390476253,0.4288571424761911,3,0.4002857139047625,0.6666666666666666,1,1.0,25
A2_time_to_converge__arr1__seed240000__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240000,structural_only,0.4288571424761911,0.44885714247619113,4,0.4288571424761911,0.5,1,1.0,25
A2_time_to_converge__arr1__seed240000__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240000,structural_only,0.44885714247619113,0.4745714281904769,3,0.45742857104761975,0.3333333333333333,1,1.0,25
A2_time_to_converge__arr1__seed240000__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240000,structural_only,0.4745714281904769,0.5145714281904769,1,0.4859999996190482,0.0,1,1.0,25
A2_time_to_converge__arr1__seed240000__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240000,structural_only,0.5145714281904769,0.5259999996190483,5,0.5145714281904769,0.4,1,1.0,25
A2_time_to_converge__arr1__seed240000__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240000,structural_only,0.5259999996190483,0.5717142853333339,1,0.5431428567619054,1.0,1,1.0,25
A2_time_to_converge__arr1__seed240000__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240000,structural_only,0.5717142853333339,0.5774285710476197,5,0.5717142853333339,0.6,1,1.0,25
A2_time_to_converge__arr1__seed240000__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240000,structural_only,0.5774285710476197,0.6031428567619054,3,0.6002857139047625,0.6666666666666666,1,1.0,25
A2_time_to_converge__arr1__seed240000__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240000,structural_only,0.6031428567619054,1.0,3,0.6383809520000006,0.3333333333333333,1,1.0,25
