scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,adversarial_size_scale,attack_strength,attack_window
A3_strategic_timing__attack0__seed250001__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250001,ml_only,0.0,0.4446415615103583,3,0.43583979675639356,0.6666666666666666,3,0.0,1.0
A3_strategic_timing__attack0__seed250001__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250001,ml_only,0.4446415615103583,0.4612856295482777,3,0.4524354212411777,0.6666666666666666,3,0.0,1.0
A3_strategic_timing__attack0__seed250001__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250001,ml_only,0.4612856295482777,0.48376798751243655,3,0.46920396142898757,0.3333333333333333,3,0.0,1.0
A3_strategic_timing__attack0__seed250001__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250001,ml_only,0.48376798751243655,0.4891942294124331,3,0.4861293675805411,0.6666666666666666,3,0.0,1.0
A3_strategic_timing__attack0__seed250001__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250001,ml_only,0.4891942294124331,0.5004463091177969,3,0.4947291901182827,0.6666666666666666,3,0.0,1.0
A3_strategic_timing__attack0__seed250001__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250001,ml_only,0.5004463091177969,0.5147435885896867,3,0.5043389893535322,1.0,3,0.0,1.0
A3_strategic_timing__attack0__seed250001__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250001,ml_only,0.5147435885896867,0.5300889589173156,3,0.5238978174627203,0.3333333333333333,3,0.0,1.0
A3_strategic_timing__attack0__seed250001__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250001,ml_only,0.5300889589173156,0.543845322183251,3,0.5371345885934317,0.0,3,0.0,1.0
A3_strategic_timing__attack0__seed250001__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250001,ml_only,0.543845322183251,0.550155971153786,3,0.5486847888510306,0.6666666666666666,3,0.0,1.0
A3_strategic_timing__attack0__seed250001__window100__scale3,A3.STRATEGIC_TIMING_ATTACK,A,250001,ml_only,0.550155971153786,1.0,3,0.5736426609401621,0.3333333333333333,3,0.0,1.0
