scenario_name,experiment_id,tier,model,seed,n_total_level,n_steps,arrivals_per_step,n_effective,brier,log_score,mae_prob,abs_error_outcome,calibration_ece,posterior_mean_bias,posterior_variance_ratio,posterior_variance,log_variance,coverage_90_ptrue,coverage_95_ptrue,p_hat,rate_var_vs_n,rate_bias_vs_n,r2_var,r2_bias
B2_asymptotic_rate__seed0,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,-1,-1,-1,-1,121.99563597256729,0.009955010364883382,-0.6909356883884387,0.08199325486148183,0.4882141843252274,0.43530927776776673,-0.015719417923248546,1.0087425223472135,0.0024173764496499086,-6.187540262460496,0.4,0.5333333333333333,0.5342805820767516,-0.8881339548942185,0.4764176175417191,0.9998343178509762,0.2608030644419126
B2_asymptotic_rate__seed0,B2.ASYMPTOTIC_RATE_CHECK,B,capopm_stage1_only,-1,-1,-1,-1,121.99563597256729,0.00997027431557176,-0.6913730085842675,0.08208755166842256,0.488449350392381,0.4355551676152076,-0.01610835225030842,1.0088193703817907,0.002417616553731426,-6.187439379230345,0.4,0.5333333333333333,0.5338916477496916,-0.8884308313646415,0.5002863556646463,0.9998343031241458,0.2761236849328008
B2_asymptotic_rate__seed0,B2.ASYMPTOTIC_RATE_CHECK,B,raw_parimutuel,-1,-1,-1,-1,116.66666666666667,0.01198781909668568,-0.6997831389482296,0.08945477353165178,0.49074344040738915,0.4377863446978182,-0.01880462344877028,nan,nan,nan,nan,nan,0.5311953765512297,nan,nan,nan,nan
B2_asymptotic_rate__seed0,B2.ASYMPTOTIC_RATE_CHECK,B,uncorrected,-1,-1,-1,-1,116.66666666666667,0.009604059155145119,-0.6899242254634113,0.08111809453140412,0.48797651283373583,0.43513165746079807,-0.014789219490720925,1.0,0.0023218772469764744,-6.185914943689921,0.4666666666666667,0.5333333333333333,0.5352107805092792,-0.8774957397220307,0.4023157564694455,0.9999768509726734,0.15123381056797458
B2_asymptotic_rate__seed0,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,1158725111,50,10,5,42.972412999161136,0.018146065368515374,-0.8787717838697205,0.13470733227451048,0.5847073322745104,0.43530927776776673,-0.13470733227451048,1.117885881174861,0.004247234900904016,-5.461487119337349,0.0,1.0,0.41529266772548956,nan,nan,nan,nan
B2_asymptotic_rate__seed0,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,1322117303,50,10,5,47.38063950146814,1.720799724716442e-05,-0.7893315873020704,0.004148252312379808,0.5458517476876202,0.43530927776776673,-0.004148252312379808,1.0440346725382987,0.00402557718206354,-5.515086979121858,1.0,1.0,0.5458517476876202,nan,nan,nan,nan
B2_asymptotic_rate__seed0,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,2195314464,50,10,5,44.67831411783038,0.00012408495601993856,-0.618298262293934,0.01113934271040884,0.4611393427104088,0.43530927776776673,-0.01113934271040884,1.088423442109302,0.004220396813973477,-5.467826123607655,1.0,1.0,0.5388606572895912,nan,nan,nan,nan
B2_asymptotic_rate__seed0,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,2735729614,50,10,5,38.754573614238275,0.02625372928740621,-0.9468273286478247,0.16203002588226112,0.6120300258822611,0.43530927776776673,-0.16203002588226112,1.208579809790386,0.004484018227218343,-5.407235708834379,0.0,0.0,0.3879699741177389,nan,nan,nan,nan
B2_asymptotic_rate__seed0,B2.ASYMPTOTIC_RATE_CHECK,B,capopm,3653403230,50,10,5,49.74427402493117,0.0008653923176992853,-0.5457319021060042,0.02941755118461231,0.42058244881538764,0.43530927776776673,0.02941755118461231,1.004860847957568,0.0038110191456521385,-5.5698586333160645,1.0,1.0,0.5794175511846124,nan,nan,nan,nan
B2_asymptotic_rate__seed0,B2.ASYMPTOTIC_RATE_CHECK,B,capopm_stage1_only,1158725111,50,10,5,42.972412999161136,0.018380642796855674,-0.8808638149423615,0.1355752292893347,0.5855752292893346,0.4355551676152076,-0.1355752292893347,1.1172055144941526,0.004244649952690268,-5.462095923704849,0.0,1.0,0.41442477071066536,nan,nan,nan,nan
B2_asymptotic_rate__seed0,B2.ASYMPTOTIC_RATE_CHECK,B,capopm_stage1_only,1322117303,50,10,5,47.38063950146814,2.284714906505993e-05,-0.7879417811740635,0.004779869147273796,0.5452201308527262,0.4355551676152076,-0.004779869147273796,1.0442769318959613,0.004026511282978002,-5.514854964552543,1.0,1.0,0.5452201308527262,nan,nan,nan,nan
B2_asymptotic_rate__seed0,B2.ASYMPTOTIC_RATE_CHECK,B,capopm_stage1_only,2195314464,50,10,5,44.67831411783038,0.00015515067610829514,-0.6207445677825214,0.012455949426209756,0.4624559494262097,0.4355551676152076,-0.012455949426209756,1.0888640633405644,0.004222105336933057,-5.467421380333122,1.0,1.0,0.5375440505737903,nan,nan,nan,nan
B2_asymptotic_rate__seed0,B2.ASYMPTOTIC_RATE_CHECK,B,capopm_stage1_only,2735729614,50,10,5,38.754573614238275,0.02620749388830722,-0.9464594856828324,0.1618872876056277,0.6118872876056276,0.4355551676152076,-0.1618872876056277,1.2087424892098224,0.004484621793053249,-5.407101114105534,0.0,0.0,0.38811271239437234,nan,nan,nan,nan
