scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,n_total_grid
B2_asymptotic_rate__seed0,B2.ASYMPTOTIC_RATE_CHECK,B,0,uncorrected,0.0,0.39275775007238306,2,0.384378613171247,1.0,"50,100,200"
B2_asymptotic_rate__seed0,B2.ASYMPTOTIC_RATE_CHECK,B,0,uncorrected,0.39275775007238306,0.4165885654196171,1,0.39489171808102164,0.0,"50,100,200"
B2_asymptotic_rate__seed0,B2.ASYMPTOTIC_RATE_CHECK,B,0,uncorrected,0.4165885654196171,0.47680419859973094,2,0.44243462546992046,1.0,"50,100,200"
B2_asymptotic_rate__seed0,B2.ASYMPTOTIC_RATE_CHECK,B,0,uncorrected,0.47680419859973094,0.5427871500311527,1,0.5325950982563544,1.0,"50,100,200"
B2_asymptotic_rate__seed0,B2.ASYMPTOTIC_RATE_CHECK,B,0,uncorrected,0.5427871500311527,0.5613503466546839,1,0.5495818512143515,0.0,"50,100,200"
B2_asymptotic_rate__seed0,B2.ASYMPTOTIC_RATE_CHECK,B,0,uncorrected,0.5613503466546839,0.5861387762913187,2,0.5710363831186985,1.0,"50,100,200"
B2_asymptotic_rate__seed0,B2.ASYMPTOTIC_RATE_CHECK,B,0,uncorrected,0.5861387762913187,0.6017835300332193,1,0.5942633113542268,1.0,"50,100,200"
B2_asymptotic_rate__seed0,B2.ASYMPTOTIC_RATE_CHECK,B,0,uncorrected,0.6017835300332193,0.610164811549681,2,0.6053972801800115,0.5,"50,100,200"
B2_asymptotic_rate__seed0,B2.ASYMPTOTIC_RATE_CHECK,B,0,uncorrected,0.610164811549681,0.6392400109755157,1,0.6223001551201826,0.0,"50,100,200"
B2_asymptotic_rate__seed0,B2.ASYMPTOTIC_RATE_CHECK,B,0,uncorrected,0.6392400109755157,1.0,2,0.6640178848666474,1.0,"50,100,200"
