scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,adversarial_size_scale,attack_strength,attack_window
A3_strategic_timing__attack0__seed250000__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250000,capopm,0.0,0.4439880890527024,3,0.43556028914499184,0.6666666666666666,1,0.0,1.0
A3_strategic_timing__attack0__seed250000__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250000,capopm,0.4439880890527024,0.45873793283538444,3,0.4491283921741298,0.3333333333333333,1,0.0,1.0
A3_strategic_timing__attack0__seed250000__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250000,capopm,0.45873793283538444,0.4705757303483072,3,0.4636823993230059,0.3333333333333333,1,0.0,1.0
A3_strategic_timing__attack0__seed250000__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250000,capopm,0.4705757303483072,0.47313232078196854,3,0.4721974045858787,0.3333333333333333,1,0.0,1.0
A3_strategic_timing__attack0__seed250000__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250000,capopm,0.47313232078196854,0.4846643680624707,3,0.47698746506463063,0.6666666666666666,1,0.0,1.0
A3_strategic_timing__attack0__seed250000__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250000,capopm,0.4846643680624707,0.49827483438847675,3,0.49186263999783303,0.3333333333333333,1,0.0,1.0
A3_strategic_timing__attack0__seed250000__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250000,capopm,0.49827483438847675,0.5057899126620741,3,0.5008768072857201,0.6666666666666666,1,0.0,1.0
A3_strategic_timing__attack0__seed250000__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250000,capopm,0.5057899126620741,0.5181143503959424,3,0.516663790584465,0.3333333333333333,1,0.0,1.0
A3_strategic_timing__attack0__seed250000__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250000,capopm,0.5181143503959424,0.526290197712201,3,0.5227922827660452,0.0,1,0.0,1.0
A3_strategic_timing__attack0__seed250000__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250000,capopm,0.526290197712201,1.0,3,0.5465959714337439,0.3333333333333333,1,0.0,1.0
