scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,adversarial_size_scale,attack_strength,attack_window
A3_strategic_timing__attack0__seed250000__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250000,capopm_stage1_only,0.0,0.44447790765173445,3,0.4354855270777385,0.6666666666666666,1,0.0,1.0
A3_strategic_timing__attack0__seed250000__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250000,capopm_stage1_only,0.44447790765173445,0.45815862816343583,3,0.4494782762001129,0.3333333333333333,1,0.0,1.0
A3_strategic_timing__attack0__seed250000__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250000,capopm_stage1_only,0.45815862816343583,0.4709697324938808,3,0.46345255592377566,0.3333333333333333,1,0.0,1.0
A3_strategic_timing__attack0__seed250000__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250000,capopm_stage1_only,0.4709697324938808,0.47315290840225777,3,0.4723869676302821,0.0,1,0.0,1.0
A3_strategic_timing__attack0__seed250000__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250000,capopm_stage1_only,0.47315290840225777,0.4847070517997585,3,0.47688628538283734,1.0,1,0.0,1.0
A3_strategic_timing__attack0__seed250000__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250000,capopm_stage1_only,0.4847070517997585,0.4983217378315454,3,0.4920204979458142,0.3333333333333333,1,0.0,1.0
A3_strategic_timing__attack0__seed250000__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250000,capopm_stage1_only,0.4983217378315454,0.5060022809776068,3,0.5009712574903148,0.6666666666666666,1,0.0,1.0
A3_strategic_timing__attack0__seed250000__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250000,capopm_stage1_only,0.5060022809776068,0.5184375912366564,3,0.5168278981785369,0.3333333333333333,1,0.0,1.0
A3_strategic_timing__attack0__seed250000__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250000,capopm_stage1_only,0.5184375912366564,0.5256521749090146,3,0.5223373403153898,0.0,1,0.0,1.0
A3_strategic_timing__attack0__seed250000__window100__scale1,A3.STRATEGIC_TIMING_ATTACK,A,250000,capopm_stage1_only,0.5256521749090146,1.0,3,0.5465932065113613,0.3333333333333333,1,0.0,1.0
