scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,arrivals_per_step,initial_pool,n_steps
A2_time_to_converge__arr3__seed240005__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240005,capopm,0.0,0.42270314167261236,3,0.3805162305010617,0.6666666666666666,3,1.0,40
A2_time_to_converge__arr3__seed240005__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240005,capopm,0.42270314167261236,0.45286688779835904,3,0.4332590164009386,0.0,3,1.0,40
A2_time_to_converge__arr3__seed240005__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240005,capopm,0.45286688779835904,0.4985408645997084,3,0.47346152206444464,0.3333333333333333,3,1.0,40
A2_time_to_converge__arr3__seed240005__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240005,capopm,0.4985408645997084,0.5503142677099812,3,0.5181759920658259,1.0,3,1.0,40
A2_time_to_converge__arr3__seed240005__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240005,capopm,0.5503142677099812,0.5718537005105371,3,0.5609155957438966,0.6666666666666666,3,1.0,40
A2_time_to_converge__arr3__seed240005__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240005,capopm,0.5718537005105371,0.5830781146863895,3,0.5782352052678789,0.6666666666666666,3,1.0,40
A2_time_to_converge__arr3__seed240005__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240005,capopm,0.5830781146863895,0.5837173660312992,3,0.5833730178367812,0.3333333333333333,3,1.0,40
A2_time_to_converge__arr3__seed240005__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240005,capopm,0.5837173660312992,0.5925787168540867,3,0.588640167071989,1.0,3,1.0,40
A2_time_to_converge__arr3__seed240005__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240005,capopm,0.5925787168540867,0.6142819405689658,3,0.6084443225855798,0.3333333333333333,3,1.0,40
A2_time_to_converge__arr3__seed240005__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240005,capopm,0.6142819405689658,1.0,3,0.6333257720539701,1.0,3,1.0,40
