scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,arrivals_per_step,initial_pool,n_steps
A2_time_to_converge__arr3__seed240005__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240005,structural_only,0.0,0.4200769229743591,3,0.37699999989743604,0.6666666666666666,3,1.0,40
A2_time_to_converge__arr3__seed240005__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240005,structural_only,0.4200769229743591,0.4508461537435899,3,0.43084615374358987,0.0,3,1.0,40
A2_time_to_converge__arr3__seed240005__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240005,structural_only,0.4508461537435899,0.49776923066666684,3,0.47187179476923097,0.3333333333333333,3,1.0,40
A2_time_to_converge__arr3__seed240005__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240005,structural_only,0.49776923066666684,0.5508461537435899,3,0.518025640923077,1.0,3,1.0,40
A2_time_to_converge__arr3__seed240005__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240005,structural_only,0.5508461537435899,0.5731538460512822,3,0.5616153845128207,0.6666666666666666,3,1.0,40
A2_time_to_converge__arr3__seed240005__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240005,structural_only,0.5731538460512822,0.5846923075897438,2,0.576999999897436,0.5,3,1.0,40
A2_time_to_converge__arr3__seed240005__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240005,structural_only,0.5846923075897438,0.5846923075897438,0,0.0,0.0,3,1.0,40
A2_time_to_converge__arr3__seed240005__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240005,structural_only,0.5846923075897438,0.593923076820513,7,0.586890109787546,0.7142857142857143,3,1.0,40
A2_time_to_converge__arr3__seed240005__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240005,structural_only,0.593923076820513,0.6162307691282053,3,0.6103333332307694,0.3333333333333333,3,1.0,40
A2_time_to_converge__arr3__seed240005__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240005,structural_only,0.6162307691282053,1.0,3,0.635974358871795,1.0,3,1.0,40
