scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,arrivals_per_step,initial_pool,n_steps
A2_time_to_converge__arr3__seed240004__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240004,structural_only,0.0,0.400117646901961,2,0.37658823513725515,0.5,3,1.0,25
A2_time_to_converge__arr3__seed240004__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240004,structural_only,0.400117646901961,0.4354117645490198,3,0.40796078415686293,0.3333333333333333,3,1.0,25
A2_time_to_converge__arr3__seed240004__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240004,structural_only,0.4354117645490198,0.48835294101960813,4,0.4383529410196081,0.5,3,1.0,25
A2_time_to_converge__arr3__seed240004__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240004,structural_only,0.48835294101960813,0.5295294116078434,2,0.5059999998431375,0.5,3,1.0,25
A2_time_to_converge__arr3__seed240004__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240004,structural_only,0.5295294116078434,0.5530588233725492,3,0.5334509802352944,0.0,3,1.0,25
A2_time_to_converge__arr3__seed240004__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240004,structural_only,0.5530588233725492,0.5695294116078434,4,0.5589411763137258,0.5,3,1.0,25
A2_time_to_converge__arr3__seed240004__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240004,structural_only,0.5695294116078434,0.591882352784314,3,0.584431372392157,0.6666666666666666,3,1.0,25
A2_time_to_converge__arr3__seed240004__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240004,structural_only,0.591882352784314,0.6118823527843139,1,0.600117646901961,0.0,3,1.0,25
A2_time_to_converge__arr3__seed240004__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240004,structural_only,0.6118823527843139,0.6236470586666669,4,0.6118823527843139,0.25,3,1.0,25
A2_time_to_converge__arr3__seed240004__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240004,structural_only,0.6236470586666669,1.0,4,0.6442352939607845,0.5,3,1.0,25
