scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,ml_bias,structural_shift
B3_misspec_regret__struct1000__ml0__seed270100,B3.MISSPECIFICATION_REGRET_GRID,B,270100,uncorrected,0.0,0.4368875208639947,3,0.41879086119968045,1.0,0.0,10.0
B3_misspec_regret__struct1000__ml0__seed270100,B3.MISSPECIFICATION_REGRET_GRID,B,270100,uncorrected,0.4368875208639947,0.46670967837072364,3,0.45127121507780305,1.0,0.0,10.0
B3_misspec_regret__struct1000__ml0__seed270100,B3.MISSPECIFICATION_REGRET_GRID,B,270100,uncorrected,0.46670967837072364,0.4978574279005622,3,0.4832669940098844,0.6666666666666666,0.0,10.0
B3_misspec_regret__struct1000__ml0__seed270100,B3.MISSPECIFICATION_REGRET_GRID,B,270100,uncorrected,0.4978574279005622,0.5329372329050389,3,0.5187414126401922,0.3333333333333333,0.0,10.0
B3_misspec_regret__struct1000__ml0__seed270100,B3.MISSPECIFICATION_REGRET_GRID,B,270100,uncorrected,0.5329372329050389,0.5866844167140945,3,0.5510545448911949,0.3333333333333333,0.0,10.0
B3_misspec_regret__struct1000__ml0__seed270100,B3.MISSPECIFICATION_REGRET_GRID,B,270100,uncorrected,0.5866844167140945,0.6129267314122774,3,0.6013740461764586,0.3333333333333333,0.0,10.0
B3_misspec_regret__struct1000__ml0__seed270100,B3.MISSPECIFICATION_REGRET_GRID,B,270100,uncorrected,0.6129267314122774,0.6297556008039731,3,0.6225893362110947,0.6666666666666666,0.0,10.0
B3_misspec_regret__struct1000__ml0__seed270100,B3.MISSPECIFICATION_REGRET_GRID,B,270100,uncorrected,0.6297556008039731,0.6425893997586374,3,0.6368958359430136,1.0,0.0,10.0
B3_misspec_regret__struct1000__ml0__seed270100,B3.MISSPECIFICATION_REGRET_GRID,B,270100,uncorrected,0.6425893997586374,0.6620547169492933,3,0.6584005582573987,0.6666666666666666,0.0,10.0
B3_misspec_regret__struct1000__ml0__seed270100,B3.MISSPECIFICATION_REGRET_GRID,B,270100,uncorrected,0.6620547169492933,1.0,3,0.6729345592623268,0.3333333333333333,0.0,10.0
