scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,ml_bias,structural_shift
B3_misspec_regret__struct1000__ml0__seed270100,B3.MISSPECIFICATION_REGRET_GRID,B,270100,raw_parimutuel,0.0,0.3621951219512195,2,0.33201219512195124,1.0,0.0,10.0
B3_misspec_regret__struct1000__ml0__seed270100,B3.MISSPECIFICATION_REGRET_GRID,B,270100,raw_parimutuel,0.3621951219512195,0.396,4,0.37426829268292683,1.0,0.0,10.0
B3_misspec_regret__struct1000__ml0__seed270100,B3.MISSPECIFICATION_REGRET_GRID,B,270100,raw_parimutuel,0.396,0.4310121951219512,3,0.41451219512195125,0.6666666666666666,0.0,10.0
B3_misspec_regret__struct1000__ml0__seed270100,B3.MISSPECIFICATION_REGRET_GRID,B,270100,raw_parimutuel,0.4310121951219512,0.47085365853658534,2,0.44670731707317074,0.5,0.0,10.0
B3_misspec_regret__struct1000__ml0__seed270100,B3.MISSPECIFICATION_REGRET_GRID,B,270100,raw_parimutuel,0.47085365853658534,0.531219512195122,4,0.4859451219512195,0.25,0.0,10.0
B3_misspec_regret__struct1000__ml0__seed270100,B3.MISSPECIFICATION_REGRET_GRID,B,270100,raw_parimutuel,0.531219512195122,0.5601951219512196,3,0.5473170731707317,0.3333333333333333,0.0,10.0
B3_misspec_regret__struct1000__ml0__seed270100,B3.MISSPECIFICATION_REGRET_GRID,B,270100,raw_parimutuel,0.5601951219512196,0.5795121951219512,2,0.5674390243902439,1.0,0.0,10.0
B3_misspec_regret__struct1000__ml0__seed270100,B3.MISSPECIFICATION_REGRET_GRID,B,270100,raw_parimutuel,0.5795121951219512,0.594,4,0.5855487804878048,0.75,0.0,10.0
B3_misspec_regret__struct1000__ml0__seed270100,B3.MISSPECIFICATION_REGRET_GRID,B,270100,raw_parimutuel,0.594,0.6157317073170732,1,0.6036585365853658,1.0,0.0,10.0
B3_misspec_regret__struct1000__ml0__seed270100,B3.MISSPECIFICATION_REGRET_GRID,B,270100,raw_parimutuel,0.6157317073170732,1.0,5,0.6229756097560976,0.4,0.0,10.0
