scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,coherent_flag,projection_method,violation_strength
B5_arbitrage_proj__methodeuclidean__viol50__seed290001,B5.ARBITRAGE_PROJECTION_IMPACT,B,290001,capopm,0.0,0.4042728175328733,3,0.3833845937811175,0.3333333333333333,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed290001,B5.ARBITRAGE_PROJECTION_IMPACT,B,290001,capopm,0.4042728175328733,0.4168128782916541,3,0.4059831279634043,0.6666666666666666,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed290001,B5.ARBITRAGE_PROJECTION_IMPACT,B,290001,capopm,0.4168128782916541,0.4470206437182954,3,0.43284394226478434,0.3333333333333333,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed290001,B5.ARBITRAGE_PROJECTION_IMPACT,B,290001,capopm,0.4470206437182954,0.4740902706521648,3,0.4606494786209529,1.0,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed290001,B5.ARBITRAGE_PROJECTION_IMPACT,B,290001,capopm,0.4740902706521648,0.5077027175592936,3,0.4873160091678507,0.3333333333333333,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed290001,B5.ARBITRAGE_PROJECTION_IMPACT,B,290001,capopm,0.5077027175592936,0.5345041333924101,3,0.5241631591808725,0.3333333333333333,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed290001,B5.ARBITRAGE_PROJECTION_IMPACT,B,290001,capopm,0.5345041333924101,0.555791189983646,3,0.5511860691898813,0.3333333333333333,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed290001,B5.ARBITRAGE_PROJECTION_IMPACT,B,290001,capopm,0.555791189983646,0.5587412302898019,3,0.5559517094291296,0.0,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed290001,B5.ARBITRAGE_PROJECTION_IMPACT,B,290001,capopm,0.5587412302898019,0.5835993119207431,3,0.5743602000754682,0.3333333333333333,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed290001,B5.ARBITRAGE_PROJECTION_IMPACT,B,290001,capopm,0.5835993119207431,1.0,3,0.5975403482402735,1.0,False,euclidean,0.5
