scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,coherent_flag,projection_method,violation_strength
B5_arbitrage_proj__methodeuclidean__viol50__seed290001,B5.ARBITRAGE_PROJECTION_IMPACT,B,290001,before_projection,0.0,0.5792728175328733,3,0.5583845937811175,0.3333333333333333,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed290001,B5.ARBITRAGE_PROJECTION_IMPACT,B,290001,before_projection,0.5792728175328733,0.5918128782916541,3,0.5809831279634042,0.6666666666666666,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed290001,B5.ARBITRAGE_PROJECTION_IMPACT,B,290001,before_projection,0.5918128782916541,0.6220206437182954,3,0.6078439422647843,0.3333333333333333,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed290001,B5.ARBITRAGE_PROJECTION_IMPACT,B,290001,before_projection,0.6220206437182954,0.6490902706521648,3,0.6356494786209529,1.0,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed290001,B5.ARBITRAGE_PROJECTION_IMPACT,B,290001,before_projection,0.6490902706521648,0.6827027175592936,3,0.6623160091678507,0.3333333333333333,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed290001,B5.ARBITRAGE_PROJECTION_IMPACT,B,290001,before_projection,0.6827027175592936,0.70950413339241,3,0.6991631591808725,0.3333333333333333,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed290001,B5.ARBITRAGE_PROJECTION_IMPACT,B,290001,before_projection,0.70950413339241,0.7307911899836459,3,0.7261860691898813,0.3333333333333333,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed290001,B5.ARBITRAGE_PROJECTION_IMPACT,B,290001,before_projection,0.7307911899836459,0.733741230289802,3,0.7309517094291297,0.0,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed290001,B5.ARBITRAGE_PROJECTION_IMPACT,B,290001,before_projection,0.733741230289802,0.758599311920743,3,0.7493602000754681,0.3333333333333333,False,euclidean,0.5
B5_arbitrage_proj__methodeuclidean__viol50__seed290001,B5.ARBITRAGE_PROJECTION_IMPACT,B,290001,before_projection,0.758599311920743,1.0,3,0.7725403482402734,1.0,False,euclidean,0.5
