scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,herding,liquidity_level,longshot_bias,timing_attack_strength
B1_correction_no_regret__longshot1__herd0__attack100__liqhigh__seed202651,B1.CORRECTION_NO_REGRET,B,202651,raw_parimutuel,0.0,0.42694482248520704,3,0.4104375,0.3333333333333333,0,high,1,1.0
B1_correction_no_regret__longshot1__herd0__attack100__liqhigh__seed202651,B1.CORRECTION_NO_REGRET,B,202651,raw_parimutuel,0.42694482248520704,0.45321301775147926,3,0.43727440828402364,0.3333333333333333,0,high,1,1.0
B1_correction_no_regret__longshot1__herd0__attack100__liqhigh__seed202651,B1.CORRECTION_NO_REGRET,B,202651,raw_parimutuel,0.45321301775147926,0.45787500000000003,1,0.45375,0.0,0,high,1,1.0
B1_correction_no_regret__longshot1__herd0__attack100__liqhigh__seed202651,B1.CORRECTION_NO_REGRET,B,202651,raw_parimutuel,0.45787500000000003,0.4726508982035928,5,0.4615875000000001,0.2,0,high,1,1.0
B1_correction_no_regret__longshot1__herd0__attack100__liqhigh__seed202651,B1.CORRECTION_NO_REGRET,B,202651,raw_parimutuel,0.4726508982035928,0.4796458333333333,3,0.4757852212242182,0.6666666666666666,0,high,1,1.0
B1_correction_no_regret__longshot1__herd0__attack100__liqhigh__seed202651,B1.CORRECTION_NO_REGRET,B,202651,raw_parimutuel,0.4796458333333333,0.5085740683229814,3,0.499125,1.0,0,high,1,1.0
B1_correction_no_regret__longshot1__herd0__attack100__liqhigh__seed202651,B1.CORRECTION_NO_REGRET,B,202651,raw_parimutuel,0.5085740683229814,0.5348981927710843,3,0.5223644344458579,0.3333333333333333,0,high,1,1.0
B1_correction_no_regret__longshot1__herd0__attack100__liqhigh__seed202651,B1.CORRECTION_NO_REGRET,B,202651,raw_parimutuel,0.5348981927710843,0.5581125,3,0.55275,0.3333333333333333,0,high,1,1.0
B1_correction_no_regret__longshot1__herd0__attack100__liqhigh__seed202651,B1.CORRECTION_NO_REGRET,B,202651,raw_parimutuel,0.5581125,0.60080625,3,0.5795625000000001,1.0,0,high,1,1.0
B1_correction_no_regret__longshot1__herd0__attack100__liqhigh__seed202651,B1.CORRECTION_NO_REGRET,B,202651,raw_parimutuel,0.60080625,1.0,3,0.611294254658385,0.6666666666666666,0,high,1,1.0
