scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,arrivals_per_step,initial_pool,n_steps
A2_time_to_converge__arr1__seed240003__pool2.0__steps40,A2.TIME_TO_CONVERGE,A,240003,uncorrected,0.0,0.3706385086709395,3,0.34528283572872875,0.3333333333333333,1,2.0,40
A2_time_to_converge__arr1__seed240003__pool2.0__steps40,A2.TIME_TO_CONVERGE,A,240003,uncorrected,0.3706385086709395,0.3887225849988401,3,0.3765269808178102,0.6666666666666666,1,2.0,40
A2_time_to_converge__arr1__seed240003__pool2.0__steps40,A2.TIME_TO_CONVERGE,A,240003,uncorrected,0.3887225849988401,0.42730927029742033,3,0.4016451021093794,0.3333333333333333,1,2.0,40
A2_time_to_converge__arr1__seed240003__pool2.0__steps40,A2.TIME_TO_CONVERGE,A,240003,uncorrected,0.42730927029742033,0.47622330104588606,3,0.44577159966607866,0.6666666666666666,1,2.0,40
A2_time_to_converge__arr1__seed240003__pool2.0__steps40,A2.TIME_TO_CONVERGE,A,240003,uncorrected,0.47622330104588606,0.501457185749526,3,0.49548286080118764,0.6666666666666666,1,2.0,40
A2_time_to_converge__arr1__seed240003__pool2.0__steps40,A2.TIME_TO_CONVERGE,A,240003,uncorrected,0.501457185749526,0.5468095700526957,3,0.5265655207073028,1.0,1,2.0,40
A2_time_to_converge__arr1__seed240003__pool2.0__steps40,A2.TIME_TO_CONVERGE,A,240003,uncorrected,0.5468095700526957,0.564621020922475,3,0.5585690487106887,0.6666666666666666,1,2.0,40
A2_time_to_converge__arr1__seed240003__pool2.0__steps40,A2.TIME_TO_CONVERGE,A,240003,uncorrected,0.564621020922475,0.5945397141570131,3,0.5835845179364098,0.6666666666666666,1,2.0,40
A2_time_to_converge__arr1__seed240003__pool2.0__steps40,A2.TIME_TO_CONVERGE,A,240003,uncorrected,0.5945397141570131,0.5979624377358136,3,0.5955713440664505,0.3333333333333333,1,2.0,40
A2_time_to_converge__arr1__seed240003__pool2.0__steps40,A2.TIME_TO_CONVERGE,A,240003,uncorrected,0.5979624377358136,1.0,3,0.6402643126343538,0.3333333333333333,1,2.0,40
