scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,arrivals_per_step,initial_pool,n_steps
A2_time_to_converge__arr1__seed240001__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240001,uncorrected,0.0,0.40735355441133614,3,0.3889185700221764,0.3333333333333333,1,1.0,40
A2_time_to_converge__arr1__seed240001__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240001,uncorrected,0.40735355441133614,0.4278263824857269,3,0.42066422468331294,0.3333333333333333,1,1.0,40
A2_time_to_converge__arr1__seed240001__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240001,uncorrected,0.4278263824857269,0.45839369123942814,3,0.44004489021240484,0.6666666666666666,1,1.0,40
A2_time_to_converge__arr1__seed240001__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240001,uncorrected,0.45839369123942814,0.47530388836968857,3,0.46427554125576803,0.3333333333333333,1,1.0,40
A2_time_to_converge__arr1__seed240001__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240001,uncorrected,0.47530388836968857,0.5204139566615418,3,0.49510417411210655,0.6666666666666666,1,1.0,40
A2_time_to_converge__arr1__seed240001__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240001,uncorrected,0.5204139566615418,0.5404448888274073,3,0.5272683257784112,0.6666666666666666,1,1.0,40
A2_time_to_converge__arr1__seed240001__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240001,uncorrected,0.5404448888274073,0.5763368903412572,3,0.5582209313903027,0.6666666666666666,1,1.0,40
A2_time_to_converge__arr1__seed240001__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240001,uncorrected,0.5763368903412572,0.5817050911817782,3,0.5777065324667262,0.6666666666666666,1,1.0,40
A2_time_to_converge__arr1__seed240001__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240001,uncorrected,0.5817050911817782,0.6147374627907283,3,0.6023286276940806,0.3333333333333333,1,1.0,40
A2_time_to_converge__arr1__seed240001__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240001,uncorrected,0.6147374627907283,1.0,3,0.6212727332099536,0.6666666666666666,1,1.0,40
