scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,arrivals_per_step,initial_pool,n_steps
A2_time_to_converge__arr1__seed240001__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240001,raw_parimutuel,0.0,0.3771428571428571,2,0.34178571428571425,0.0,1,1.0,40
A2_time_to_converge__arr1__seed240001__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240001,raw_parimutuel,0.3771428571428571,0.4007142857142857,2,0.3771428571428571,0.5,1,1.0,40
A2_time_to_converge__arr1__seed240001__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240001,raw_parimutuel,0.4007142857142857,0.4407857142857143,5,0.41014285714285714,0.6,1,1.0,40
A2_time_to_converge__arr1__seed240001__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240001,raw_parimutuel,0.4407857142857143,0.462,3,0.4478571428571428,0.3333333333333333,1,1.0,40
A2_time_to_converge__arr1__seed240001__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240001,raw_parimutuel,0.462,0.5185714285714286,2,0.4714285714285714,0.5,1,1.0,40
A2_time_to_converge__arr1__seed240001__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240001,raw_parimutuel,0.5185714285714286,0.5421428571428571,3,0.5185714285714286,0.6666666666666666,1,1.0,40
A2_time_to_converge__arr1__seed240001__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240001,raw_parimutuel,0.5421428571428571,0.5892857142857143,3,0.5499999999999999,0.6666666666666666,1,1.0,40
A2_time_to_converge__arr1__seed240001__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240001,raw_parimutuel,0.5892857142857143,0.5940000000000001,4,0.5892857142857143,0.75,1,1.0,40
A2_time_to_converge__arr1__seed240001__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240001,raw_parimutuel,0.5940000000000001,0.6364285714285715,2,0.6128571428571429,0.5,1,1.0,40
A2_time_to_converge__arr1__seed240001__pool1.0__steps40,A2.TIME_TO_CONVERGE,A,240001,raw_parimutuel,0.6364285714285715,1.0,4,0.6423214285714286,0.5,1,1.0,40
