scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,coherent_flag,projection_method,violation_strength
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,after_projection,0.0,0.5943295092797131,3,0.5762851786166656,0.6666666666666666,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,after_projection,0.5943295092797131,0.6191120174389549,3,0.5993001857640915,0.6666666666666666,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,after_projection,0.6191120174389549,0.6358602045034517,3,0.6265175974287921,0.3333333333333333,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,after_projection,0.6358602045034517,0.6496895819556787,3,0.6447947910286626,0.3333333333333333,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,after_projection,0.6496895819556787,0.690233414329033,3,0.6674660694016121,0.0,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,after_projection,0.690233414329033,0.7172865773859647,3,0.7081926340906485,0.6666666666666666,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,after_projection,0.7172865773859647,0.7314004403118053,3,0.7265938664146151,1.0,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,after_projection,0.7314004403118053,0.7582396846609595,3,0.7446799779431618,0.6666666666666666,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,after_projection,0.7582396846609595,0.7733568256677241,3,0.763366045955646,0.6666666666666666,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,after_projection,0.7733568256677241,1.0,3,0.7950594362006583,0.6666666666666666,False,euclidean,1.0
