scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,coherent_flag,projection_method,violation_strength
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,capopm,0.0,0.41932950927971313,3,0.4012851786166656,0.6666666666666666,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,capopm,0.41932950927971313,0.4441120174389549,3,0.4243001857640914,0.6666666666666666,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,capopm,0.4441120174389549,0.4608602045034517,3,0.4515175974287921,0.3333333333333333,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,capopm,0.4608602045034517,0.47468958195567873,3,0.46979479102866256,0.3333333333333333,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,capopm,0.47468958195567873,0.5152334143290329,3,0.49246606940161214,0.0,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,capopm,0.5152334143290329,0.5422865773859646,3,0.5331926340906485,0.6666666666666666,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,capopm,0.5422865773859646,0.5564004403118052,3,0.551593866414615,1.0,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,capopm,0.5564004403118052,0.5832396846609594,3,0.5696799779431617,0.6666666666666666,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,capopm,0.5832396846609594,0.5983568256677241,3,0.588366045955646,0.6666666666666666,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,capopm,0.5983568256677241,1.0,3,0.6200594362006582,0.6666666666666666,False,euclidean,1.0
