scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,coherent_flag,projection_method,violation_strength
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,before_projection,0.0,0.7693295092797131,3,0.7512851786166657,0.6666666666666666,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,before_projection,0.7693295092797131,0.7941120174389549,3,0.7743001857640914,0.6666666666666666,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,before_projection,0.7941120174389549,0.8108602045034518,3,0.8015175974287921,0.3333333333333333,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,before_projection,0.8108602045034518,0.8246895819556787,3,0.8197947910286625,0.3333333333333333,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,before_projection,0.8246895819556787,0.865233414329033,3,0.8424660694016121,0.0,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,before_projection,0.865233414329033,0.8922865773859646,3,0.8831926340906485,0.6666666666666666,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,before_projection,0.8922865773859646,0.9064004403118052,3,0.9015938664146149,1.0,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,before_projection,0.9064004403118052,0.9332396846609594,3,0.9196799779431616,0.6666666666666666,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,before_projection,0.9332396846609594,0.9483568256677241,3,0.9383660459556461,0.6666666666666666,False,euclidean,1.0
B5_arbitrage_proj__methodeuclidean__viol100__seed290002,B5.ARBITRAGE_PROJECTION_IMPACT,B,290002,before_projection,0.9483568256677241,1.0,3,0.9700594362006583,0.6666666666666666,False,euclidean,1.0
