scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,ml_bias,structural_shift
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,capopm,0.0,0.42959666544660235,3,0.41779650263051044,1.0,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,capopm,0.42959666544660235,0.44422706355599456,3,0.4372550816739784,0.3333333333333333,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,capopm,0.44422706355599456,0.4929800674282261,3,0.4645565970295591,0.3333333333333333,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,capopm,0.4929800674282261,0.5097228637695732,3,0.4987468379307151,0.3333333333333333,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,capopm,0.5097228637695732,0.5559089695800169,3,0.5380726986913419,0.6666666666666666,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,capopm,0.5559089695800169,0.5786468633339709,3,0.5665718397460088,1.0,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,capopm,0.5786468633339709,0.5948142808918561,3,0.5869753384960639,0.3333333333333333,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,capopm,0.5948142808918561,0.6058240148852816,3,0.5993939546208237,0.0,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,capopm,0.6058240148852816,0.6326824553861278,3,0.6189085998581589,0.3333333333333333,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,capopm,0.6326824553861278,1.0,3,0.6629342492997519,0.6666666666666666,0.0,0.0
