scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,ml_bias,structural_shift
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,ml_only,0.0,0.42727114294698676,3,0.4127387747547715,1.0,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,ml_only,0.42727114294698676,0.43895459858405894,3,0.4288486175821957,0.3333333333333333,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,ml_only,0.43895459858405894,0.49726847491647885,3,0.46092330574796775,0.3333333333333333,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,ml_only,0.49726847491647885,0.5162611542101461,3,0.5014163766619085,0.3333333333333333,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,ml_only,0.5162611542101461,0.5665739372746781,3,0.5452987647188344,0.6666666666666666,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,ml_only,0.5665739372746781,0.5900381771124263,3,0.5767772703246403,1.0,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,ml_only,0.5900381771124263,0.6091394247796882,3,0.6014997346939199,0.3333333333333333,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,ml_only,0.6091394247796882,0.6210902828426619,3,0.6132746614931297,0.0,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,ml_only,0.6210902828426619,0.6475609057676541,3,0.6332732300397251,0.3333333333333333,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,ml_only,0.6475609057676541,1.0,3,0.677073785250092,0.6666666666666666,0.0,0.0
