scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,ml_bias,structural_shift
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,raw_parimutuel,0.0,0.42135365853658535,3,0.4064634146341463,1.0,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,raw_parimutuel,0.42135365853658535,0.43221951219512195,3,0.4225609756097561,0.3333333333333333,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,raw_parimutuel,0.43221951219512195,0.4913780487804878,3,0.4547560975609756,0.3333333333333333,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,raw_parimutuel,0.4913780487804878,0.5094878048780488,3,0.49499999999999994,0.3333333333333333,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,raw_parimutuel,0.5094878048780488,0.5614024390243902,3,0.5392682926829269,0.6666666666666666,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,raw_parimutuel,0.5614024390243902,0.5843414634146341,3,0.5714634146341463,1.0,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,raw_parimutuel,0.5843414634146341,0.6036585365853658,2,0.5915853658536585,0.5,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,raw_parimutuel,0.6036585365853658,0.6157317073170732,3,0.6036585365853658,0.0,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,raw_parimutuel,0.6157317073170732,0.6422926829268293,4,0.6247865853658536,0.25,0.0,0.0
B3_misspec_regret__struct0__ml0__seed270000,B3.MISSPECIFICATION_REGRET_GRID,B,270000,raw_parimutuel,0.6422926829268293,1.0,3,0.6720731707317072,0.6666666666666666,0.0,0.0
