series_ticker,event_ticker,market_ticker,category,market_title,market_subtitle,yes_sub_title,no_sub_title,created_ts,expiration_ts,settlement_ts,result,realized_outcome,last_price_dollars,kalshi_implied_yes_prob,volume_contracts,open_interest,notional_value_cents,strike_type,floor_strike,cap_strike,functional_strike,rules_primary,rules_secondary,yes_tickets,no_tickets,total_tickets,yes_notional_cents,no_notional_cents,total_notional_cents,series_ticker_ob,event_ticker_ob,created_time,expiration_time,snapshot_time,yes_prices,yes_sizes,no_prices,no_sizes,yes_dollars,no_dollars,yes_contracts,no_contracts,total_trade_rows
KXINXY,INXY-22DEC30,INXY-22DEC30-B4300,,"Will the S&P 500 be between 4200 and 4399.99 at the end of December 30, 2022?",4200-4399.99,4200 to 4399.99,Outside 4200 to 4399.99,1970-01-01 00:00:01.657115461+00:00,1970-01-01 00:00:01.673049600+00:00,1673049600,no,0,0.02,0.02,49865,15579,100,,,,,"If the end-of-day S&P 500 index value for December 30, 2022 is between 4200-4399.99, then the market resolves to Yes.","The market will close at 4:00 PM ET on December 30, 2022. The market will expire at the sooner of the first 7:00 PM ET after the release of the data, or one week after December 30, 2022.

Pursuant to the Kalshi Rulebook, the Exchange has modified the Source Agency and Underlying for indices markets. See the rules for more information.",31159,18706,49865,3211.559999999999,2480.0,5691.56,,,,,,,,,,,,,,287
KXINXY,INXY-22DEC30,INXY-22DEC30-B4100,,"Will the S&P 500 be between 4000 and 4199.99 at the end of December 30, 2022?",4000-4199.99,4000 to 4199.99,Outside 4000 to 4199.99,1970-01-01 00:00:01.657115461+00:00,1970-01-01 00:00:01.673049600+00:00,1673049600,no,0,0.02,0.02,49492,17797,100,,,,,"If the end-of-day S&P 500 index value for December 30, 2022 is between 4000-4199.99, then the market resolves to Yes.","The market will close at 4:00 PM ET on December 30, 2022. The market will expire at the sooner of the first 7:00 PM ET after the release of the data, or one week after December 30, 2022.

Pursuant to the Kalshi Rulebook, the Exchange has modified the Source Agency and Underlying for indices markets. See the rules for more information.",28208,21284,49492,4942.090000000005,3614.630000000001,8556.720000000005,,,,,,,,,,,,,,445
KXINXY,INXY-22DEC30,INXY-22DEC30-B3900,,"Will the S&P 500 be between 3800 and 3999.99 at the end of December 30, 2022?",3800-3999.99,3800 to 3999.99,Outside 3800 to 3999.99,1970-01-01 00:00:01.657115461+00:00,1970-01-01 00:00:01.673049600+00:00,1673049600,yes,1,0.99,0.99,68964,39674,100,,,,,"If the end-of-day S&P 500 index value for December 30, 2022 is between 3800-3999.99, then the market resolves to Yes.","The market will close at 4:00 PM ET on December 30, 2022. The market will expire at the sooner of the first 7:00 PM ET after the release of the data, or one week after December 30, 2022.

Pursuant to the Kalshi Rulebook, the Exchange has modified the Source Agency and Underlying for indices markets. See the rules for more information.",50872,18092,68964,26306.93,5689.090000000005,31996.020000000004,,,,,,,,,,,,,,599
KXINXY,INXY-22DEC30,INXY-22DEC30-B3700,,"Will the S&P 500 be between 3600 and 3799.99 at the end of December 30, 2022?",3600-3799.99,3600 to 3799.99,Outside 3600 to 3799.99,1970-01-01 00:00:01.657115461+00:00,1970-01-01 00:00:01.673049600+00:00,1673049600,no,0,0.01,0.01,93618,49679,100,,,,,"If the end-of-day S&P 500 index value for December 30, 2022 is between 3600-3799.99, then the market resolves to Yes.","The market will close at 4:00 PM ET on December 30, 2022. The market will expire at the sooner of the first 7:00 PM ET after the release of the data, or one week after December 30, 2022.

Pursuant to the Kalshi Rulebook, the Exchange has modified the Source Agency and Underlying for indices markets. See the rules for more information.",63594,30024,93618,11605.209999999995,6011.31,17616.519999999997,,,,,,,,,,,,,,550
KXINXY,INXY-22DEC30,INXY-22DEC30-B3500,,"Will the S&P 500 be between 3400 and 3599.99 at the end of December 30, 2022?",3400-3599.99,3400 to 3599.99,Outside 3400 to 3599.99,1970-01-01 00:00:01.657115461+00:00,1970-01-01 00:00:01.673049600+00:00,1673049600,no,0,0.01,0.01,68437,42155,100,,,,,"If the end-of-day S&P 500 index value for December 30, 2022 is between 3400-3599.99, then the market resolves to Yes.","The market will close at 4:00 PM ET on December 30, 2022. The market will expire at the sooner of the first 7:00 PM ET after the release of the data, or one week after December 30, 2022.

Pursuant to the Kalshi Rulebook, the Exchange has modified the Source Agency and Underlying for indices markets. See the rules for more information.",41263,27174,68437,3661.79,3413.4600000000014,7075.250000000002,,,,,,,,,,,,,,358
KXINXY,INXY-22DEC30,INXY-22DEC30-B3300,,"Will the S&P 500 be between 3200 and 3399.99 at the end of December 30, 2022?",3200-3399.99,3200 to 3399.99,Outside 3200 to 3399.99,1970-01-01 00:00:01.657115461+00:00,1970-01-01 00:00:01.673049600+00:00,1673049600,no,0,0.01,0.01,60891,42825,100,,,,,"If the end-of-day S&P 500 index value for December 30, 2022 is between 3200-3399.99, then the market resolves to Yes.","The market will close at 4:00 PM ET on December 30, 2022. The market will expire at the sooner of the first 7:00 PM ET after the release of the data, or one week after December 30, 2022.

Pursuant to the Kalshi Rulebook, the Exchange has modified the Source Agency and Underlying for indices markets. See the rules for more information.",36400,24491,60891,2741.150000000001,1977.2000000000005,4718.350000000001,,,,,,,,,,,,,,307
KXINXY,INXY-22DEC30,INXY-22DEC30-B3100,,"Will the S&P 500 be between 3000 and 3199.99 at the end of December 30, 2022?",3000-3199.99,3000 to 3199.99,Outside 3000 to 3199.99,1970-01-01 00:00:01.657115461+00:00,1970-01-01 00:00:01.673049600+00:00,1673049600,no,0,0.01,0.01,47958,38321,100,,,,,"If the end-of-day S&P 500 index value for December 30, 2022 is between 3000-3199.99, then the market resolves to Yes.","The market will close at 4:00 PM ET on December 30, 2022. The market will expire at the sooner of the first 7:00 PM ET after the release of the data, or one week after December 30, 2022.

Pursuant to the Kalshi Rulebook, the Exchange has modified the Source Agency and Underlying for indices markets. See the rules for more information.",31843,16115,47958,1634.63,653.6500000000001,2288.28,,,,,,,,,,,,,,222
KXINXY,INXY-22DEC30,INXY-22DEC30-B2900,,"Will the S&P 500 be between 2800 and 2999.99 at the end of December 30, 2022?",2800-2999.99,2800 to 2999.99,Outside 2800 to 2999.99,1970-01-01 00:00:01.657115461+00:00,1970-01-01 00:00:01.673049600+00:00,1673049600,no,0,0.04,0.04,41677,36954,100,,,,,"If the end-of-day S&P 500 index value for December 30, 2022 is between 2800-2999.99, then the market resolves to Yes.","The market will close at 4:00 PM ET on December 30, 2022. The market will expire at the sooner of the first 7:00 PM ET after the release of the data, or one week after December 30, 2022.

Pursuant to the Kalshi Rulebook, the Exchange has modified the Source Agency and Underlying for indices markets. See the rules for more information.",15466,26211,41677,538.3299999999998,647.1600000000001,1185.4899999999998,,,,,,,,,,,,,,159
KXINXY,INXY-22DEC30,INXY-22DEC30-B2700,,"Will the S&P 500 be between 2600 and 2799.99 at the end of December 30, 2022?",2600-2799.99,2600 to 2799.99,Outside 2600 to 2799.99,1970-01-01 00:00:01.657115461+00:00,1970-01-01 00:00:01.673049600+00:00,1673049600,no,0,0.01,0.01,22641,19778,100,,,,,"If the end-of-day S&P 500 index value for December 30, 2022 is between 2600-2799.99, then the market resolves to Yes.","The market will close at 4:00 PM ET on December 30, 2022. The market will expire at the sooner of the first 7:00 PM ET after the release of the data, or one week after December 30, 2022.

Pursuant to the Kalshi Rulebook, the Exchange has modified the Source Agency and Underlying for indices markets. See the rules for more information.",17698,4943,22641,348.99999999999994,49.43000000000001,398.43,,,,,,,,,,,,,,88
KXINXY,INXY-22DEC30,INXY-22DEC30-T2600,,"Will the S&P 500 be below 2600 at the end of December 30, 2022?",<2600,2599.99 or lower,Outside 2599.99 or lower,1970-01-01 00:00:01.657115461+00:00,1970-01-01 00:00:01.673049600+00:00,1673049600,no,0,0.01,0.01,34138,33227,100,,,,,"If the end-of-day S&P 500 index value for December 30, 2022 is below 2600, then the market resolves to Yes.","The market will close at 4:00 PM ET on December 30, 2022. The market will expire at the sooner of the first 7:00 PM ET after the release of the data, or one week after December 30, 2022.

Pursuant to the Kalshi Rulebook, the Exchange has modified the Source Agency and Underlying for indices markets. See the rules for more information.",23146,10992,34138,850.2499999999999,209.23,1059.4799999999998,,,,,,,,,,,,,,121
