"","ticker_name","report_ticker","date","create_ts","contracts_traded","price"
"1","KXNCAAFPLAYOFF-25-LSU","KXNCAAFPLAYOFF","2025-09-17","2025-09-17T21:33:05-04:00",1,69
"2","KXNCAAFPLAYOFF-25-TEX","KXNCAAFPLAYOFF","2025-09-17","2025-09-17T21:10:16-04:00",6,64
"3","KXNCAAFPLAYOFF-25-FSU","KXNCAAFPLAYOFF","2025-09-17","2025-09-17T17:53:02-04:00",8,32
"4","KXNCAAFPLAYOFF-25-ND","KXNCAAFPLAYOFF","2025-09-17","2025-09-17T15:00:03-04:00",1,23
"5","KXNCAAFPLAYOFF-25-TEX","KXNCAAFPLAYOFF","2025-09-17","2025-09-17T14:12:21-04:00",5,60
"6","KXNCAAFPLAYOFF-25-TEX","KXNCAAFPLAYOFF","2025-09-17","2025-09-17T14:12:21-04:00",1,46
"7","KXNCAAFPLAYOFF-25-UGA","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T23:32:35-04:00",10,74
"8","KXNCAAFPLAYOFF-25-TENN","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T23:23:08-04:00",35,29
"9","KXNCAAFPLAYOFF-25-USF","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T23:17:59-04:00",24,19
"10","KXNCAAFPLAYOFF-25-LOU","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T22:35:55-04:00",5,17
"11","KXNCAAFPLAYOFF-25-BYU","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T22:31:55-04:00",5,9
"12","KXNCAAFPLAYOFF-25-UTAH","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T22:31:18-04:00",5,27
"13","KXNCAAFPLAYOFF-25-PSU","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T22:18:01-04:00",1,79
"14","KXNCAAFPLAYOFF-25-FSU","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T22:10:39-04:00",5,26
"15","KXNCAAFPLAYOFF-25-USF","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T22:10:28-04:00",5,19
"16","KXNCAAFPLAYOFF-25-NEB","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T21:52:55-04:00",50,12
"17","KXNCAAFPLAYOFF-25-FSU","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T21:19:51-04:00",100,26
"18","KXNCAAFPLAYOFF-25-FSU","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T21:16:57-04:00",80,26
"19","KXNCAAFPLAYOFF-25-FSU","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T21:16:57-04:00",200,26
"20","KXNCAAFPLAYOFF-25-FSU","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T20:51:27-04:00",10,27
"21","KXNCAAFPLAYOFF-25-PSU","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T20:51:21-04:00",29,79
"22","KXNCAAFPLAYOFF-25-MIZZ","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T20:44:13-04:00",16,17
"23","KXNCAAFPLAYOFF-25-MIZZ","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T20:36:04-04:00",527,17
"24","KXNCAAFPLAYOFF-25-OKLA","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T20:14:24-04:00",66,36
"25","KXNCAAFPLAYOFF-25-ISU","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T20:13:17-04:00",25,17
"26","KXNCAAFPLAYOFF-25-MSST","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T20:12:05-04:00",50,4
"27","KXNCAAFPLAYOFF-25-TENN","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T20:07:40-04:00",100,29
"28","KXNCAAFPLAYOFF-25-UGA","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T20:06:53-04:00",10,74
"29","KXNCAAFPLAYOFF-25-BYU","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T20:00:39-04:00",100,10
"30","KXNCAAFPLAYOFF-25-FSU","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T19:49:15-04:00",880,27
"31","KXNCAAFPLAYOFF-25-UGA","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T19:36:16-04:00",1,74
"32","KXNCAAFPLAYOFF-25-ORE","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T19:35:53-04:00",1,79
"33","KXNCAAFPLAYOFF-25-PSU","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T19:33:09-04:00",20,74
"34","KXNCAAFPLAYOFF-25-ALA","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T19:32:24-04:00",20,43
"35","KXNCAAFPLAYOFF-25-UGA","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T19:24:46-04:00",1,74
"36","KXNCAAFPLAYOFF-25-MISS","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T19:23:58-04:00",1,26
"37","KXNCAAFPLAYOFF-25-AUB","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T19:23:10-04:00",1,22
"38","KXNCAAFPLAYOFF-25-TENN","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T19:22:21-04:00",1,26
"39","KXNCAAFPLAYOFF-25-PSU","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T19:22:10-04:00",1,79
"40","KXNCAAFPLAYOFF-25-CLEM","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T19:20:55-04:00",1,12
"41","KXNCAAFPLAYOFF-25-ND","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T19:19:48-04:00",1,28
"42","KXNCAAFPLAYOFF-25-ALA","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T19:19:21-04:00",2,42
"43","KXNCAAFPLAYOFF-25-GT","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T19:18:19-04:00",5,31
"44","KXNCAAFPLAYOFF-25-ORE","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T19:14:15-04:00",1,79
"45","KXNCAAFPLAYOFF-25-MIA","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T19:11:10-04:00",1,67
"46","KXNCAAFPLAYOFF-25-LSU","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T19:10:59-04:00",1,65
"47","KXNCAAFPLAYOFF-25-UGA","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T19:10:40-04:00",1,74
"48","KXNCAAFPLAYOFF-25-TEX","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T19:03:18-04:00",6,58
"49","KXNCAAFPLAYOFF-25-USC","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T19:01:08-04:00",38,24
"50","KXNCAAFPLAYOFF-25-AUB","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T18:59:45-04:00",12,22
"51","KXNCAAFPLAYOFF-25-MIZZ","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T18:59:02-04:00",50,17
"52","KXNCAAFPLAYOFF-25-MISS","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T18:58:24-04:00",32,29
"53","KXNCAAFPLAYOFF-25-CAL","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T18:56:53-04:00",111,6
"54","KXNCAAFPLAYOFF-25-NEB","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T18:35:29-04:00",102,12
"55","KXNCAAFPLAYOFF-25-USF","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T17:46:37-04:00",50,19
"56","KXNCAAFPLAYOFF-25-OKLA","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T16:48:05-04:00",100,36
"57","KXNCAAFPLAYOFF-25-GT","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T16:45:30-04:00",5,31
"58","KXNCAAFPLAYOFF-25-FSU","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T16:37:47-04:00",100,27
"59","KXNCAAFPLAYOFF-25-ALA","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T16:24:44-04:00",44,43
"60","KXNCAAFPLAYOFF-25-ALA","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T15:50:04-04:00",111,43
"61","KXNCAAFPLAYOFF-25-MIA","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T15:39:24-04:00",29,67
"62","KXNCAAFPLAYOFF-25-HOU","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T15:18:55-04:00",2935,8
"63","KXNCAAFPLAYOFF-25-NEB","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T15:05:26-04:00",300,12
"64","KXNCAAFPLAYOFF-25-OKLA","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T13:09:10-04:00",7,36
"65","KXNCAAFPLAYOFF-25-AUB","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T12:50:07-04:00",5000,23
"66","KXNCAAFPLAYOFF-25-VAN","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T12:43:52-04:00",20000,14
"67","KXNCAAFPLAYOFF-25-FSU","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T12:12:20-04:00",50,27
"68","KXNCAAFPLAYOFF-25-TEX","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T09:20:29-04:00",7,64
"69","KXNCAAFPLAYOFF-25-TEX","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T00:58:54-04:00",46,48
"70","KXNCAAFPLAYOFF-25-UGA","KXNCAAFPLAYOFF","2025-09-18","2025-09-18T00:58:34-04:00",32,75
"71","KXNCAAFPLAYOFF-25-TTU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:59:27-04:00",25,29
"72","KXNCAAFPLAYOFF-25-ISU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:59:20-04:00",25,21
"73","KXNCAAFPLAYOFF-25-MIZZ","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:59:13-04:00",25,27
"74","KXNCAAFPLAYOFF-25-CLEM","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:59:06-04:00",25,18
"75","KXNCAAFPLAYOFF-25-TULN","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:55:58-04:00",25,26
"76","KXNCAAFPLAYOFF-25-MIZZ","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:55:38-04:00",25,17
"77","KXNCAAFPLAYOFF-25-TTU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:55:27-04:00",25,26
"78","KXNCAAFPLAYOFF-25-ALA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:54:00-04:00",25,43
"79","KXNCAAFPLAYOFF-25-TXAM","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:53:42-04:00",25,43
"80","KXNCAAFPLAYOFF-25-TEX","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:51:43-04:00",25,58
"81","KXNCAAFPLAYOFF-25-OKLA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:49:55-04:00",25,36
"82","KXNCAAFPLAYOFF-25-UGA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:49:37-04:00",25,74
"83","KXNCAAFPLAYOFF-25-ORE","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:49:29-04:00",25,79
"84","KXNCAAFPLAYOFF-25-PSU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:49:21-04:00",25,79
"85","KXNCAAFPLAYOFF-25-LSU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:49:00-04:00",25,64
"86","KXNCAAFPLAYOFF-25-MIA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:48:54-04:00",25,67
"87","KXNCAAFPLAYOFF-25-OSU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:48:40-04:00",25,89
"88","KXNCAAFPLAYOFF-25-CAL","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:45:42-04:00",25,6
"89","KXNCAAFPLAYOFF-25-VAN","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:45:12-04:00",25,12
"90","KXNCAAFPLAYOFF-25-USC","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:44:53-04:00",25,24
"91","KXNCAAFPLAYOFF-25-ISU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:44:45-04:00",25,17
"92","KXNCAAFPLAYOFF-25-UTAH","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:43:47-04:00",25,27
"93","KXNCAAFPLAYOFF-25-MISS","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:43:33-04:00",25,29
"94","KXNCAAFPLAYOFF-25-AUB","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:43:22-04:00",25,24
"95","KXNCAAFPLAYOFF-25-ILL","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:42:59-04:00",25,14
"96","KXNCAAFPLAYOFF-25-GT","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:38:10-04:00",25,31
"97","KXNCAAFPLAYOFF-25-OSU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:37:36-04:00",25,89
"98","KXNCAAFPLAYOFF-25-TULN","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:37:27-04:00",25,26
"99","KXNCAAFPLAYOFF-25-CLEM","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:35:13-04:00",25,17
"100","KXNCAAFPLAYOFF-25-USF","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:35:04-04:00",25,19
"101","KXNCAAFPLAYOFF-25-FSU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:34:14-04:00",25,26
"102","KXNCAAFPLAYOFF-25-ALA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:34:02-04:00",25,43
"103","KXNCAAFPLAYOFF-25-TXAM","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:33:55-04:00",25,43
"104","KXNCAAFPLAYOFF-25-OKLA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:33:45-04:00",25,36
"105","KXNCAAFPLAYOFF-25-TEX","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:33:34-04:00",25,58
"106","KXNCAAFPLAYOFF-25-LSU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:33:26-04:00",25,64
"107","KXNCAAFPLAYOFF-25-MIA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:33:07-04:00",25,67
"108","KXNCAAFPLAYOFF-25-UGA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:32:56-04:00",25,74
"109","KXNCAAFPLAYOFF-25-ORE","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:31:17-04:00",25,79
"110","KXNCAAFPLAYOFF-25-PSU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:31:05-04:00",25,79
"111","KXNCAAFPLAYOFF-25-TXAM","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:11:20-04:00",50,43
"112","KXNCAAFPLAYOFF-25-FSU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:10:46-04:00",100,26
"113","KXNCAAFPLAYOFF-25-TTU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T23:10:39-04:00",50,26
"114","KXNCAAFPLAYOFF-25-MIZZ","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T22:19:06-04:00",50,17
"115","KXNCAAFPLAYOFF-25-MIA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T21:55:10-04:00",5,67
"116","KXNCAAFPLAYOFF-25-OKLA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T21:43:31-04:00",1,36
"117","KXNCAAFPLAYOFF-25-TTU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T21:22:36-04:00",100,26
"118","KXNCAAFPLAYOFF-25-NEB","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T21:07:43-04:00",35,12
"119","KXNCAAFPLAYOFF-25-SCAR","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T21:05:13-04:00",200,6
"120","KXNCAAFPLAYOFF-25-RUTG","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T20:31:05-04:00",5,6
"121","KXNCAAFPLAYOFF-25-ORE","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T20:25:21-04:00",10,79
"122","KXNCAAFPLAYOFF-25-GT","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T19:53:08-04:00",20,31
"123","KXNCAAFPLAYOFF-25-OKLA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T19:41:19-04:00",210,36
"124","KXNCAAFPLAYOFF-25-NEB","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T19:31:48-04:00",50,12
"125","KXNCAAFPLAYOFF-25-AUB","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T18:56:33-04:00",1000,24
"126","KXNCAAFPLAYOFF-25-TTU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T18:32:40-04:00",100,26
"127","KXNCAAFPLAYOFF-25-OKLA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T17:41:25-04:00",13,36
"128","KXNCAAFPLAYOFF-25-CAL","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T17:16:30-04:00",1000,6
"129","KXNCAAFPLAYOFF-25-USF","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T17:15:47-04:00",25,19
"130","KXNCAAFPLAYOFF-25-MISS","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T16:55:39-04:00",6,26
"131","KXNCAAFPLAYOFF-25-AUB","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T16:54:45-04:00",6,22
"132","KXNCAAFPLAYOFF-25-MIZZ","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T16:54:31-04:00",15,21
"133","KXNCAAFPLAYOFF-25-USC","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T16:52:56-04:00",30,24
"134","KXNCAAFPLAYOFF-25-NEB","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T16:48:54-04:00",10,12
"135","KXNCAAFPLAYOFF-25-USC","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T16:40:53-04:00",2000,24
"136","KXNCAAFPLAYOFF-25-USC","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T16:38:44-04:00",1900,24
"137","KXNCAAFPLAYOFF-25-NEB","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T16:28:41-04:00",77,12
"138","KXNCAAFPLAYOFF-25-TXAM","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T16:19:11-04:00",22,43
"139","KXNCAAFPLAYOFF-25-FSU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T16:08:43-04:00",25,26
"140","KXNCAAFPLAYOFF-25-FSU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T16:07:44-04:00",5,26
"141","KXNCAAFPLAYOFF-25-AUB","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T14:58:12-04:00",15,24
"142","KXNCAAFPLAYOFF-25-USC","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T14:24:22-04:00",400,24
"143","KXNCAAFPLAYOFF-25-GT","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T14:19:08-04:00",15,33
"144","KXNCAAFPLAYOFF-25-UGA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T14:18:54-04:00",6,74
"145","KXNCAAFPLAYOFF-25-MIA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T14:08:00-04:00",91,67
"146","KXNCAAFPLAYOFF-25-TEX","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T13:56:49-04:00",55,57
"147","KXNCAAFPLAYOFF-25-UGA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T13:15:36-04:00",5,74
"148","KXNCAAFPLAYOFF-25-UGA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T13:13:39-04:00",1,74
"149","KXNCAAFPLAYOFF-25-TENN","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T12:27:27-04:00",4,29
"150","KXNCAAFPLAYOFF-25-UGA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T12:26:40-04:00",1,74
"151","KXNCAAFPLAYOFF-25-ORE","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T12:26:34-04:00",1,81
"152","KXNCAAFPLAYOFF-25-PSU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T12:26:28-04:00",1,81
"153","KXNCAAFPLAYOFF-25-MIA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T12:16:58-04:00",9,72
"154","KXNCAAFPLAYOFF-25-LSU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T12:15:22-04:00",12,59
"155","KXNCAAFPLAYOFF-25-GT","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T11:37:48-04:00",5000,32
"156","KXNCAAFPLAYOFF-25-NEB","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T11:29:30-04:00",100,12
"157","KXNCAAFPLAYOFF-25-ORE","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T10:58:35-04:00",1,75
"158","KXNCAAFPLAYOFF-25-TEX","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T10:57:30-04:00",25,58
"159","KXNCAAFPLAYOFF-25-USC","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T10:52:10-04:00",6,23
"160","KXNCAAFPLAYOFF-25-UTAH","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T10:25:29-04:00",10,27
"161","KXNCAAFPLAYOFF-25-VAN","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T10:15:31-04:00",2,12
"162","KXNCAAFPLAYOFF-25-TEX","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T09:09:11-04:00",73,57
"163","KXNCAAFPLAYOFF-25-OKLA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T08:55:59-04:00",190,39
"164","KXNCAAFPLAYOFF-25-ND","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T08:23:13-04:00",5,28
"165","KXNCAAFPLAYOFF-25-UGA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T08:22:10-04:00",5,74
"166","KXNCAAFPLAYOFF-25-FSU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T08:05:20-04:00",73,26
"167","KXNCAAFPLAYOFF-25-UTAH","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T08:04:58-04:00",70,27
"168","KXNCAAFPLAYOFF-25-TENN","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T02:04:20-04:00",40,29
"169","KXNCAAFPLAYOFF-25-USC","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T01:51:11-04:00",12,23
"170","KXNCAAFPLAYOFF-25-TEX","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T01:50:06-04:00",111,57
"171","KXNCAAFPLAYOFF-25-ALA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T01:46:31-04:00",79,39
"172","KXNCAAFPLAYOFF-25-ND","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T01:41:22-04:00",27,28
"173","KXNCAAFPLAYOFF-25-USC","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T01:40:13-04:00",12,23
"174","KXNCAAFPLAYOFF-25-TXAM","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T01:37:00-04:00",12,43
"175","KXNCAAFPLAYOFF-25-USF","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T01:24:21-04:00",50,19
"176","KXNCAAFPLAYOFF-25-ALA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T01:19:55-04:00",2,43
"177","KXNCAAFPLAYOFF-25-OKLA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T01:19:35-04:00",2,36
"178","KXNCAAFPLAYOFF-25-FSU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T01:19:04-04:00",3,26
"179","KXNCAAFPLAYOFF-25-LSU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T01:15:21-04:00",12,64
"180","KXNCAAFPLAYOFF-25-AUB","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T00:52:30-04:00",33,22
"181","KXNCAAFPLAYOFF-25-AUB","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T00:51:15-04:00",7,22
"182","KXNCAAFPLAYOFF-25-FSU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T00:46:45-04:00",100,26
"183","KXNCAAFPLAYOFF-25-ORE","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T00:45:19-04:00",5,79
"184","KXNCAAFPLAYOFF-25-UGA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T00:30:37-04:00",5,74
"185","KXNCAAFPLAYOFF-25-LOU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T00:26:28-04:00",5,17
"186","KXNCAAFPLAYOFF-25-TTU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T00:25:48-04:00",20,26
"187","KXNCAAFPLAYOFF-25-MIA","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T00:25:38-04:00",364,67
"188","KXNCAAFPLAYOFF-25-TEX","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T00:16:41-04:00",250,58
"189","KXNCAAFPLAYOFF-25-TTU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T00:06:38-04:00",3,29
"190","KXNCAAFPLAYOFF-25-ISU","KXNCAAFPLAYOFF","2025-09-19","2025-09-19T00:06:22-04:00",8,22
"191","KXNCAAFPLAYOFF-25-TULN","KXNCAAFPLAYOFF","2025-09-20","2025-09-20T23:49:48-04:00",2,43
"192","KXNCAAFPLAYOFF-25-USF","KXNCAAFPLAYOFF","2025-09-20","2025-09-20T23:49:19-04:00",2,37
"193","KXNCAAFPLAYOFF-25-AUB","KXNCAAFPLAYOFF","2025-09-20","2025-09-20T23:37:06-04:00",2,15
"194","KXNCAAFPLAYOFF-25-USC","KXNCAAFPLAYOFF","2025-09-20","2025-09-20T23:36:19-04:00",2,17
"195","KXNCAAFPLAYOFF-25-TTU","KXNCAAFPLAYOFF","2025-09-20","2025-09-20T23:33:35-04:00",1,40
"196","KXNCAAFPLAYOFF-25-IND","KXNCAAFPLAYOFF","2025-09-20","2025-09-20T23:29:58-04:00",2,32
"197","KXNCAAFPLAYOFF-25-TTU","KXNCAAFPLAYOFF","2025-09-20","2025-09-20T23:22:33-04:00",200,32
"198","KXNCAAFPLAYOFF-25-UTAH","KXNCAAFPLAYOFF","2025-09-20","2025-09-20T23:22:11-04:00",100,30
"199","KXNCAAFPLAYOFF-25-PSU","KXNCAAFPLAYOFF","2025-09-20","2025-09-20T23:05:48-04:00",59,75
"200","KXNCAAFPLAYOFF-25-TEX","KXNCAAFPLAYOFF","2025-09-20","2025-09-20T22:57:49-04:00",54,56
"201","KXNCAAFPLAYOFF-25-TTU","KXNCAAFPLAYOFF","2025-09-20","2025-09-20T22:52:20-04:00",294,32
"202","KXNCAAFPLAYOFF-25-UGA","KXNCAAFPLAYOFF","2025-09-20","2025-09-20T22:52:16-04:00",18,75
"203","KXNCAAFPLAYOFF-25-CLEM","KXNCAAFPLAYOFF","2025-09-20","2025-09-20T22:51:51-04:00",35,11
"204","KXNCAAFPLAYOFF-25-TULN","KXNCAAFPLAYOFF","2025-09-20","2025-09-20T22:51:09-04:00",100,24
"205","KXNCAAFPLAYOFF-25-TENN","KXNCAAFPLAYOFF","2025-09-20","2025-09-20T22:42:21-04:00",6,32
"206","KXNCAAFPLAYOFF-25-AUB","KXNCAAFPLAYOFF","2025-09-20","2025-09-20T22:41:31-04:00",14,20
"207","KXNCAAFPLAYOFF-25-TTU","KXNCAAFPLAYOFF","2025-09-20","2025-09-20T22:40:57-04:00",21,31
"208","KXNCAAFPLAYOFF-25-ILL","KXNCAAFPLAYOFF","2025-09-20","2025-09-20T22:39:02-04:00",12,9
