scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,arrivals_per_step,initial_pool,n_steps
A2_time_to_converge__arr3__seed240006__pool2.0__steps25,A2.TIME_TO_CONVERGE,A,240006,ml_only,0.0,0.38957064983791967,3,0.3629664558626611,0.3333333333333333,3,2.0,25
A2_time_to_converge__arr3__seed240006__pool2.0__steps25,A2.TIME_TO_CONVERGE,A,240006,ml_only,0.38957064983791967,0.41581005994881237,3,0.3968022143105481,0.6666666666666666,3,2.0,25
A2_time_to_converge__arr3__seed240006__pool2.0__steps25,A2.TIME_TO_CONVERGE,A,240006,ml_only,0.41581005994881237,0.4393610722570747,3,0.42680848786724784,0.3333333333333333,3,2.0,25
A2_time_to_converge__arr3__seed240006__pool2.0__steps25,A2.TIME_TO_CONVERGE,A,240006,ml_only,0.4393610722570747,0.47137811750527153,3,0.44774199572348605,0.3333333333333333,3,2.0,25
A2_time_to_converge__arr3__seed240006__pool2.0__steps25,A2.TIME_TO_CONVERGE,A,240006,ml_only,0.47137811750527153,0.5015681993545332,3,0.48621994962386256,0.3333333333333333,3,2.0,25
A2_time_to_converge__arr3__seed240006__pool2.0__steps25,A2.TIME_TO_CONVERGE,A,240006,ml_only,0.5015681993545332,0.5330161246117081,3,0.5244285891185831,0.6666666666666666,3,2.0,25
A2_time_to_converge__arr3__seed240006__pool2.0__steps25,A2.TIME_TO_CONVERGE,A,240006,ml_only,0.5330161246117081,0.5589233194741716,3,0.5500247814918434,0.3333333333333333,3,2.0,25
A2_time_to_converge__arr3__seed240006__pool2.0__steps25,A2.TIME_TO_CONVERGE,A,240006,ml_only,0.5589233194741716,0.5998541214717455,3,0.5805992823344431,0.6666666666666666,3,2.0,25
A2_time_to_converge__arr3__seed240006__pool2.0__steps25,A2.TIME_TO_CONVERGE,A,240006,ml_only,0.5998541214717455,0.6484916878451916,3,0.6314784600644702,1.0,3,2.0,25
A2_time_to_converge__arr3__seed240006__pool2.0__steps25,A2.TIME_TO_CONVERGE,A,240006,ml_only,0.6484916878451916,1.0,3,0.6654639738006055,0.6666666666666666,3,2.0,25
