scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,arrivals_per_step,initial_pool,n_steps
A2_time_to_converge__arr3__seed240006__pool2.0__steps25,A2.TIME_TO_CONVERGE,A,240006,beta_1_1,0.0,0.38701298701298703,3,0.3593073593073593,0.3333333333333333,3,2.0,25
A2_time_to_converge__arr3__seed240006__pool2.0__steps25,A2.TIME_TO_CONVERGE,A,240006,beta_1_1,0.38701298701298703,0.412987012987013,3,0.393939393939394,0.6666666666666666,3,2.0,25
A2_time_to_converge__arr3__seed240006__pool2.0__steps25,A2.TIME_TO_CONVERGE,A,240006,beta_1_1,0.412987012987013,0.43766233766233764,3,0.42424242424242425,0.3333333333333333,3,2.0,25
A2_time_to_converge__arr3__seed240006__pool2.0__steps25,A2.TIME_TO_CONVERGE,A,240006,beta_1_1,0.43766233766233764,0.4701298701298702,3,0.44588744588744583,0.3333333333333333,3,2.0,25
A2_time_to_converge__arr3__seed240006__pool2.0__steps25,A2.TIME_TO_CONVERGE,A,240006,beta_1_1,0.4701298701298702,0.5,3,0.48484848484848486,0.3333333333333333,3,2.0,25
A2_time_to_converge__arr3__seed240006__pool2.0__steps25,A2.TIME_TO_CONVERGE,A,240006,beta_1_1,0.5,0.5324675324675324,1,0.5064935064935064,0.0,3,2.0,25
A2_time_to_converge__arr3__seed240006__pool2.0__steps25,A2.TIME_TO_CONVERGE,A,240006,beta_1_1,0.5324675324675324,0.5584415584415584,3,0.5324675324675324,1.0,3,2.0,25
A2_time_to_converge__arr3__seed240006__pool2.0__steps25,A2.TIME_TO_CONVERGE,A,240006,beta_1_1,0.5584415584415584,0.6,5,0.5714285714285714,0.4,3,2.0,25
A2_time_to_converge__arr3__seed240006__pool2.0__steps25,A2.TIME_TO_CONVERGE,A,240006,beta_1_1,0.6,0.6493506493506493,2,0.6233766233766234,1.0,3,2.0,25
A2_time_to_converge__arr3__seed240006__pool2.0__steps25,A2.TIME_TO_CONVERGE,A,240006,beta_1_1,0.6493506493506493,1.0,4,0.6623376623376623,0.75,3,2.0,25
